Time,Position,Target_Position,Velocity,Reference_Velocity,Acceleration,Input_Acceleration,Jerk,Fuel_Consumption,Controller,Lane_ID
0.000000,-90.061275,,19.754899,20.000000,-0.490202,-0.490202,-0.980403,0.333000,MOBIL,On-ramp
0.500000,-80.215863,,19.626748,20.000000,-0.256303,-0.256303,0.467796,0.800804,MOBIL,On-ramp
1.000000,-70.421247,,19.551717,20.000000,-0.150061,-0.150061,0.212484,1.391429,MOBIL,On-ramp
1.500000,-60.658007,,19.501246,20.000000,-0.100941,-0.100941,0.098241,2.037788,MOBIL,On-ramp
2.000000,-50.917257,,19.461751,20.000000,-0.078992,-0.078992,0.043899,2.708149,MOBIL,On-ramp
2.500000,-41.195186,,19.426533,20.000000,-0.070436,-0.070436,0.017111,3.386888,MOBIL,On-ramp
3.000000,-31.490507,,19.392184,20.000000,-0.068698,-0.068698,0.003476,4.066018,MOBIL,On-ramp
3.500000,-21.803240,,19.356887,20.000000,-0.070594,-0.070594,-0.003793,4.741237,MOBIL,On-ramp
4.000000,-12.134120,,19.319592,20.000000,-0.074589,-0.074589,-0.007991,5.410010,MOBIL,On-ramp
4.500000,-2.484320,,19.279611,20.000000,-0.079962,-0.079962,-0.010745,6.070630,MOBIL,On-ramp
5.000000,7.144686,,19.236411,20.000000,-0.086399,-0.086399,-0.012874,6.721741,MOBIL,On-ramp
5.500000,16.751167,,19.189513,20.000000,-0.093796,-0.093796,-0.014794,7.362101,MOBIL,On-ramp
6.000000,26.333153,,19.138432,20.000000,-0.102162,-0.102162,-0.016732,7.990451,MOBIL,On-ramp
6.500000,35.888423,,19.082647,20.000000,-0.111570,-0.111570,-0.018816,8.605442,MOBIL,On-ramp
7.000000,45.414480,,19.021578,20.000000,-0.122138,-0.122138,-0.021135,9.205588,MOBIL,On-ramp
7.500000,54.908517,,18.954570,20.000000,-0.134016,-0.134016,-0.023757,9.789227,MOBIL,On-ramp
8.000000,64.367378,,18.880875,20.000000,-0.147390,-0.147390,-0.026748,10.354489,MOBIL,On-ramp
8.500000,73.787506,,18.799636,20.000000,-0.162477,-0.162477,-0.030174,10.899265,MOBIL,On-ramp
9.000000,83.164883,,18.709870,20.000000,-0.179533,-0.179533,-0.034110,11.421173,MOBIL,On-ramp
