Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,449.975,,20,20,0,0,0,,Mainline
0.1,451.975,,20,20,0,0,0,,Mainline
0.2,453.975,,20,20,0,0,0,,Mainline
0.3,455.975,,20,20,0,0,0,,Mainline
0.4,457.975,,20,20,0,0,0,,Mainline
0.5,459.975,,20,20,0,0,0,,Mainline
0.6,461.975,,20,20,0,0,0,,Mainline
0.7,463.975,,20,20,0,0,0,,Mainline
0.8,465.975,,20,20,0,0,0,,Mainline
0.9,467.975,,20,20,0,0,0,,Mainline
1,469.975,,20,20,0,0,0,,Mainline
1.1,471.975,,20,20,0,0,0,,Mainline
1.2,473.975,,20,20,0,0,0,,Mainline
1.3,475.975,,20,20,0,0,0,,Mainline
1.4,477.975,,20,20,0,0,0,,Mainline
1.5,479.975,,20,20,0,0,0,,Mainline
1.6,481.975,,20,20,0,0,0,,Mainline
1.7,483.975,,20,20,0,0,0,,Mainline
1.8,485.975,,20,20,0,0,0,,Mainline
1.9,487.975,,20,20,0,0,0,,Mainline
2,489.975,,20,20,0,0,0,,Mainline
2.1,491.975,,20,20,0,0,0,,Mainline
2.2,493.975,,20,20,0,0,0,,Mainline
2.3,495.975,,20,20,0,0,0,,Mainline
2.4,497.975,,20,20,0,0,0,,Mainline
2.5,499.975,,20,20,0,0,0,,Mainline
2.6,501.975,,20,20,0,0,0,,Mainline
2.7,503.975,,20,20,0,0,0,,Mainline
2.8,505.975,,20,20,0,0,0,,Mainline
2.9,507.975,,20,20,0,0,0,,Mainline
3,509.975,,20,20,0,0,0,,Mainline
3.1,511.975,,20,20,0,0,0,,Mainline
3.2,513.975,,20,20,0,0,0,,Mainline
3.3,515.975,,20,20,0,0,0,,Mainline
3.4,517.975,,20,20,0,0,0,,Mainline
3.5,519.975,,20,20,0,0,0,,Mainline
3.6,521.975,,20,20,0,0,0,,Mainline
3.7,523.975,,20,20,0,0,0,,Mainline
3.8,525.975,,20,20,0,0,0,,Mainline
3.9,527.975,,20,20,0,0,0,,Mainline
4,529.975,,20,20,0,0,0,,Mainline
4.1,531.975,,20,20,0,0,0,,Mainline
4.2,533.975,,20,20,0,0,0,,Mainline
4.3,535.975,,20,20,0,0,0,,Mainline
4.4,537.975,,20,20,0,0,0,,Mainline
4.5,539.975,,20,20,0,0,0,,Mainline
4.6,541.975,,20,20,0,0,0,,Mainline
4.7,543.975,,20,20,0,0,0,,Mainline
4.8,545.975,,20,20,0,0,0,,Mainline
4.9,547.975,,20,20,0,0,0,,Mainline
5,549.975,,20,20,0,0,0,,Mainline
5.1,551.975,,20,20,0,0,0,,Mainline
5.2,553.975,,20,20,0,0,0,,Mainline
5.3,555.975,,20,20,0,0,0,,Mainline
5.4,557.975,,20,20,0,0,0,,Mainline
5.5,559.975,,20,20,0,0,0,,Mainline
5.6,561.975,,20,20,0,0,0,,Mainline
5.7,563.975,,20,20,0,0,0,,Mainline
5.8,565.975,,20,20,0,0,0,,Mainline
5.9,567.975,,20,20,0,0,0,,Mainline
6,569.975,,20,20,0,0,0,,Mainline
6.1,571.975,,20,20,0,0,0,,Mainline
6.2,573.975,,20,20,0,0,0,,Mainline
6.3,575.975,,20,20,0,0,0,,Mainline
6.4,577.975,,20,20,0,0,0,,Mainline
6.5,579.975,,20,20,0,0,0,,Mainline
6.6,581.975,,20,20,0,0,0,,Mainline
6.7,583.975,,20,20,0,0,0,,Mainline
6.8,585.975,,20,20,0,0,0,,Mainline
6.9,587.975,,20,20,0,0,0,,Mainline
7,589.975,,20,20,0,0,0,,Mainline
7.1,591.975,,20,20,0,0,0,,Mainline
7.2,593.975,,20,20,0,0,0,,Mainline
7.3,595.975,,20,20,0,0,0,,Mainline
7.4,597.975,,20,20,0,0,0,,Mainline
7.5,599.975,,20,20,0,0,0,,Mainline
7.6,601.975,,20,20,0,0,0,,Mainline
7.7,603.975,,20,20,0,0,0,,Mainline
7.8,605.975,,20,20,0,0,0,,Mainline
7.9,607.975,,20,20,0,0,0,,Mainline
8,609.975,,20,20,0,0,0,,Mainline
8.1,611.975,,20,20,0,0,0,,Mainline
8.2,613.975,,20,20,0,0,0,,Mainline
8.3,615.975,,20,20,0,0,0,,Mainline
8.4,617.975,,20,20,0,0,0,,Mainline
8.5,619.975,,20,20,0,0,0,,Mainline
8.6,621.975,,20,20,0,0,0,,Mainline
8.7,623.975,,20,20,0,0,0,,Mainline
8.8,625.975,,20,20,0,0,0,,Mainline
8.9,627.975,,20,20,0,0,0,,Mainline
9,629.975,,20,20,0,0,0,,Mainline
9.1,631.975,,20,20,0,0,0,,Mainline
9.2,633.975,,20,20,0,0,0,,Mainline
9.3,635.975,,20,20,0,0,0,,Mainline
9.4,637.975,,20,20,0,0,0,,Mainline
9.5,639.975,,20,20,0,0,0,,Mainline
9.6,641.975,,20,20,0,0,0,,Mainline
9.7,643.975,,20,20,0,0,0,,Mainline
9.8,645.975,,20,20,0,0,0,,Mainline
9.9,647.975,,20,20,0,0,0,,Mainline
10,649.975,,20,20,0,0,0,,Mainline
10.1,651.975,,20,20,0,0,0,,Mainline
10.2,653.975,,20,20,0,0,0,,Mainline
10.3,655.975,,20,20,0,0,0,,Mainline
10.4,657.975,,20,20,0,0,0,,Mainline
10.5,659.975,,20,20,0,0,0,,Mainline
10.6,661.975,,20,20,0,0,0,,Mainline
10.7,663.975,,20,20,0,0,0,,Mainline
10.8,665.975,,20,20,0,0,0,,Mainline
10.9,667.975,,20,20,0,0,0,,Mainline
11,669.975,,20,20,0,0,0,,Mainline
11.1,671.975,,20,20,0,0,0,,Mainline
11.2,673.975,,20,20,0,0,0,,Mainline
11.3,675.975,,20,20,0,0,0,,Mainline
11.4,677.975,,20,20,0,0,0,,Mainline
11.5,679.975,,20,20,0,0,0,,Mainline
11.6,681.975,,20,20,0,0,0,,Mainline
11.7,683.975,,20,20,0,0,0,,Mainline
11.8,685.975,,20,20,0,0,0,,Mainline
11.9,687.975,,20,20,0,0,0,,Mainline
12,689.975,,20,20,0,0,0,,Mainline
12.1,691.975,,20,20,0,0,0,,Mainline
12.2,693.975,,20,20,0,0,0,,Mainline
12.3,695.975,,20,20,0,0,0,,Mainline
12.4,697.975,,20,20,0,0,0,,Mainline
12.5,699.975,,20,20,0,0,0,,Mainline
12.6,701.975,,20,20,0,0,0,,Mainline
12.7,703.975,,20,20,0,0,0,,Mainline
12.8,705.975,,20,20,0,0,0,,Mainline
12.9,707.975,,20,20,0,0,0,,Mainline
13,709.975,,20,20,0,0,0,,Mainline
13.1,711.975,,20,20,0,0,0,,Mainline
13.2,713.975,,20,20,0,0,0,,Mainline
13.3,715.975,,20,20,0,0,0,,Mainline
13.4,717.975,,20,20,0,0,0,,Mainline
13.5,719.975,,20,20,0,0,0,,Mainline
13.6,721.975,,20,20,0,0,0,,Mainline
13.7,723.975,,20,20,0,0,0,,Mainline
13.8,725.975,,20,20,0,0,0,,Mainline
13.9,727.975,,20,20,0,0,0,,Mainline
14,729.975,,20,20,0,0,0,,Mainline
14.1,731.975,,20,20,0,0,0,,Mainline
14.2,733.975,,20,20,0,0,0,,Mainline
14.3,735.975,,20,20,0,0,0,,Mainline
14.4,737.975,,20,20,0,0,0,,Mainline
14.5,739.975,,20,20,0,0,0,,Mainline
14.6,741.975,,20,20,0,0,0,,Mainline
14.7,743.975,,20,20,0,0,0,,Mainline
14.8,745.975,,20,20,0,0,0,,Mainline
14.9,747.975,,20,20,0,0,0,,Mainline
15,749.975,,20,20,0,0,0,,Mainline
15.1,751.975,,20,20,0,0,0,,Mainline
15.2,753.975,,20,20,0,0,0,,Mainline
15.3,755.975,,20,20,0,0,0,,Mainline
15.4,757.975,,20,20,0,0,0,,Mainline
15.5,759.975,,20,20,0,0,0,,Mainline
15.6,761.975,,20,20,0,0,0,,Mainline
15.7,763.975,,20,20,0,0,0,,Mainline
15.8,765.975,,20,20,0,0,0,,Mainline
15.9,767.975,,20,20,0,0,0,,Mainline
16,769.975,,20,20,0,0,0,,Mainline
16.1,771.975,,20,20,0,0,0,,Mainline
16.2,773.975,,20,20,0,0,0,,Mainline
16.3,775.975,,20,20,0,0,0,,Mainline
16.4,777.975,,20,20,0,0,0,,Mainline
16.5,779.975,,20,20,0,0,0,,Mainline
16.6,781.975,,20,20,0,0,0,,Mainline
16.7,783.975,,20,20,0,0,0,,Mainline
16.8,785.975,,20,20,0,0,0,,Mainline
