Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-677.315,,20,20,0,0,0,,Mainline
0.1,-675.315,,20,20,0,0,0,,Mainline
0.2,-673.315,,20,20,0,0,0,,Mainline
0.3,-671.315,,20,20,0,0,0,,Mainline
0.4,-669.315,,20,20,0,0,0,,Mainline
0.5,-667.315,,20,20,0,0,0,,Mainline
0.6,-665.315,,20,20,0,0,0,,Mainline
0.7,-663.315,,20,20,0,0,0,,Mainline
0.8,-661.315,,20,20,0,0,0,,Mainline
0.9,-659.315,,20,20,0,0,0,,Mainline
1,-657.315,,20,20,0,0,0,,Mainline
1.1,-655.315,,20,20,0,0,0,,Mainline
1.2,-653.315,,20,20,0,0,0,,Mainline
1.3,-651.315,,20,20,0,0,0,,Mainline
1.4,-649.315,,20,20,0,0,0,,Mainline
1.5,-647.315,,20,20,0,0,0,,Mainline
1.6,-645.315,,20,20,0,0,0,,Mainline
1.7,-643.315,,20,20,0,0,0,,Mainline
1.8,-641.315,,20,20,0,0,0,,Mainline
1.9,-639.315,,20,20,0,0,0,,Mainline
2,-637.315,,20,20,0,0,0,,Mainline
2.1,-635.315,,20,20,0,0,0,,Mainline
2.2,-633.315,,20,20,0,0,0,,Mainline
2.3,-631.315,,20,20,0,0,0,,Mainline
2.4,-629.315,,20,20,0,0,0,,Mainline
2.5,-627.315,,20,20,0,0,0,,Mainline
2.6,-625.315,,20,20,0,0,0,,Mainline
2.7,-623.315,,20,20,0,0,0,,Mainline
2.8,-621.315,,20,20,0,0,0,,Mainline
2.9,-619.315,,20,20,0,0,0,,Mainline
3,-617.315,,20,20,0,0,0,,Mainline
3.1,-615.315,,20,20,0,0,0,,Mainline
3.2,-613.315,,20,20,0,0,0,,Mainline
3.3,-611.315,,20,20,0,0,0,,Mainline
3.4,-609.315,,20,20,0,0,0,,Mainline
3.5,-607.315,,20,20,0,0,0,,Mainline
3.6,-605.315,,20,20,0,0,0,,Mainline
3.7,-603.315,,20,20,0,0,0,,Mainline
3.8,-601.315,,20,20,0,0,0,,Mainline
3.9,-599.315,,20,20,0,0,0,,Mainline
4,-597.315,,20,20,0,0,0,,Mainline
4.1,-595.315,,20,20,0,0,0,,Mainline
4.2,-593.315,,20,20,0,0,0,,Mainline
4.3,-591.315,,20,20,0,0,0,,Mainline
4.4,-589.315,,20,20,0,0,0,,Mainline
4.5,-587.315,,20,20,0,0,0,,Mainline
4.6,-585.315,,20,20,0,0,0,,Mainline
4.7,-583.315,,20,20,0,0,0,,Mainline
4.8,-581.315,,20,20,0,0,0,,Mainline
4.9,-579.315,,20,20,0,0,0,,Mainline
5,-577.315,,20,20,0,0,0,,Mainline
5.1,-575.315,,20,20,0,0,0,,Mainline
5.2,-573.315,,20,20,0,0,0,,Mainline
5.3,-571.315,,20,20,0,0,0,,Mainline
5.4,-569.315,,20,20,0,0,0,,Mainline
5.5,-567.315,,20,20,0,0,0,,Mainline
5.6,-565.315,,20,20,0,0,0,,Mainline
5.7,-563.315,,20,20,0,0,0,,Mainline
5.8,-561.315,,20,20,0,0,0,,Mainline
5.9,-559.315,,20,20,0,0,0,,Mainline
6,-557.315,,20,20,0,0,0,,Mainline
6.1,-555.315,,20,20,0,0,0,,Mainline
6.2,-553.315,,20,20,0,0,0,,Mainline
6.3,-551.315,,20,20,0,0,0,,Mainline
6.4,-549.315,,20,20,0,0,0,,Mainline
6.5,-547.315,,20,20,0,0,0,,Mainline
6.6,-545.315,,20,20,0,0,0,,Mainline
6.7,-543.315,,20,20,0,0,0,,Mainline
6.8,-541.315,,20,20,0,0,0,,Mainline
6.9,-539.315,,20,20,0,0,0,,Mainline
7,-537.315,,20,20,0,0,0,,Mainline
7.1,-535.315,,20,20,0,0,0,,Mainline
7.2,-533.315,,20,20,0,0,0,,Mainline
7.3,-531.315,,20,20,0,0,0,,Mainline
7.4,-529.315,,20,20,0,0,0,,Mainline
7.5,-527.315,,20,20,0,0,0,,Mainline
7.6,-525.315,,20,20,0,0,0,,Mainline
7.7,-523.315,,20,20,0,0,0,,Mainline
7.8,-521.315,,20,20,0,0,0,,Mainline
7.9,-519.315,,20,20,0,0,0,,Mainline
8,-517.315,,20,20,0,0,0,,Mainline
8.1,-515.315,,20,20,0,0,0,,Mainline
8.2,-513.315,,20,20,0,0,0,,Mainline
8.3,-511.315,,20,20,0,0,0,,Mainline
8.4,-509.315,,20,20,0,0,0,,Mainline
8.5,-507.315,,20,20,0,0,0,,Mainline
8.6,-505.315,,20,20,0,0,0,,Mainline
8.7,-503.315,,20,20,0,0,0,,Mainline
8.8,-501.315,,20,20,0,0,0,,Mainline
8.9,-499.315,,20,20,0,0,0,,Mainline
9,-497.315,,20,20,0,0,0,,Mainline
9.1,-495.315,,20,20,0,0,0,,Mainline
9.2,-493.315,,20,20,0,0,0,,Mainline
9.3,-491.315,,20,20,0,0,0,,Mainline
9.4,-489.315,,20,20,0,0,0,,Mainline
9.5,-487.315,,20,20,0,0,0,,Mainline
9.6,-485.315,,20,20,0,0,0,,Mainline
9.7,-483.315,,20,20,0,0,0,,Mainline
9.8,-481.315,,20,20,0,0,0,,Mainline
9.9,-479.315,,20,20,0,0,0,,Mainline
10,-477.315,,20,20,0,0,0,,Mainline
