Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,204.974,,20,20,0,0,0,,Mainline
0.1,206.974,,20,20,0,0,0,,Mainline
0.2,208.974,,20,20,0,0,0,,Mainline
0.3,210.974,,20,20,0,0,0,,Mainline
0.4,212.974,,20,20,0,0,0,,Mainline
0.5,214.974,,20,20,0,0,0,,Mainline
0.6,216.974,,20,20,0,0,0,,Mainline
0.7,218.974,,20,20,0,0,0,,Mainline
0.8,220.974,,20,20,0,0,0,,Mainline
0.9,222.974,,20,20,0,0,0,,Mainline
1,224.974,,20,20,0,0,0,,Mainline
1.1,226.974,,20,20,0,0,0,,Mainline
1.2,228.974,,20,20,0,0,0,,Mainline
1.3,230.974,,20,20,0,0,0,,Mainline
1.4,232.974,,20,20,0,0,0,,Mainline
1.5,234.974,,20,20,0,0,0,,Mainline
1.6,236.974,,20,20,0,0,0,,Mainline
1.7,238.974,,20,20,0,0,0,,Mainline
1.8,240.974,,20,20,0,0,0,,Mainline
1.9,242.974,,20,20,0,0,0,,Mainline
2,244.974,,20,20,0,0,0,,Mainline
2.1,246.974,,20,20,0,0,0,,Mainline
2.2,248.974,,20,20,0,0,0,,Mainline
2.3,250.974,,20,20,0,0,0,,Mainline
2.4,252.974,,20,20,0,0,0,,Mainline
2.5,254.974,,20,20,0,0,0,,Mainline
2.6,256.974,,20,20,0,0,0,,Mainline
2.7,258.974,,20,20,0,0,0,,Mainline
2.8,260.974,,20,20,0,0,0,,Mainline
2.9,262.974,,20,20,0,0,0,,Mainline
3,264.974,,20,20,0,0,0,,Mainline
3.1,266.974,,20,20,0,0,0,,Mainline
3.2,268.974,,20,20,0,0,0,,Mainline
3.3,270.974,,20,20,0,0,0,,Mainline
3.4,272.974,,20,20,0,0,0,,Mainline
3.5,274.974,,20,20,0,0,0,,Mainline
3.6,276.974,,20,20,0,0,0,,Mainline
3.7,278.974,,20,20,0,0,0,,Mainline
3.8,280.974,,20,20,0,0,0,,Mainline
3.9,282.974,,20,20,0,0,0,,Mainline
4,284.974,,20,20,0,0,0,,Mainline
4.1,286.974,,20,20,0,0,0,,Mainline
4.2,288.974,,20,20,0,0,0,,Mainline
4.3,290.974,,20,20,0,0,0,,Mainline
4.4,292.974,,20,20,0,0,0,,Mainline
4.5,294.974,,20,20,0,0,0,,Mainline
4.6,296.974,,20,20,0,0,0,,Mainline
4.7,298.974,,20,20,0,0,0,,Mainline
4.8,300.974,,20,20,0,0,0,,Mainline
4.9,302.974,,20,20,0,0,0,,Mainline
5,304.974,,20,20,0,0,0,,Mainline
5.1,306.974,,20,20,0,0,0,,Mainline
5.2,308.974,,20,20,0,0,0,,Mainline
5.3,310.974,,20,20,0,0,0,,Mainline
5.4,312.974,,20,20,0,0,0,,Mainline
5.5,314.974,,20,20,0,0,0,,Mainline
5.6,316.974,,20,20,0,0,0,,Mainline
5.7,318.974,,20,20,0,0,0,,Mainline
5.8,320.974,,20,20,0,0,0,,Mainline
5.9,322.974,,20,20,0,0,0,,Mainline
6,324.974,,20,20,0,0,0,,Mainline
6.1,326.974,,20,20,0,0,0,,Mainline
6.2,328.974,,20,20,0,0,0,,Mainline
6.3,330.974,,20,20,0,0,0,,Mainline
6.4,332.974,,20,20,0,0,0,,Mainline
6.5,334.974,,20,20,0,0,0,,Mainline
6.6,336.974,,20,20,0,0,0,,Mainline
6.7,338.974,,20,20,0,0,0,,Mainline
6.8,340.974,,20,20,0,0,0,,Mainline
6.9,342.974,,20,20,0,0,0,,Mainline
7,344.974,,20,20,0,0,0,,Mainline
7.1,346.974,,20,20,0,0,0,,Mainline
7.2,348.974,,20,20,0,0,0,,Mainline
7.3,350.974,,20,20,0,0,0,,Mainline
7.4,352.974,,20,20,0,0,0,,Mainline
7.5,354.974,,20,20,0,0,0,,Mainline
7.6,356.974,,20,20,0,0,0,,Mainline
7.7,358.974,,20,20,0,0,0,,Mainline
7.8,360.974,,20,20,0,0,0,,Mainline
7.9,362.974,,20,20,0,0,0,,Mainline
8,364.974,,20,20,0,0,0,,Mainline
8.1,366.974,,20,20,0,0,0,,Mainline
8.2,368.974,,20,20,0,0,0,,Mainline
8.3,370.974,,20,20,0,0,0,,Mainline
8.4,372.974,,20,20,0,0,0,,Mainline
8.5,374.974,,20,20,0,0,0,,Mainline
8.6,376.974,,20,20,0,0,0,,Mainline
8.7,378.974,,20,20,0,0,0,,Mainline
8.8,380.974,,20,20,0,0,0,,Mainline
8.9,382.974,,20,20,0,0,0,,Mainline
9,384.974,,20,20,0,0,0,,Mainline
9.1,386.974,,20,20,0,0,0,,Mainline
9.2,388.974,,20,20,0,0,0,,Mainline
9.3,390.974,,20,20,0,0,0,,Mainline
9.4,392.974,,20,20,0,0,0,,Mainline
9.5,394.974,,20,20,0,0,0,,Mainline
9.6,396.974,,20,20,0,0,0,,Mainline
9.7,398.974,,20,20,0,0,0,,Mainline
9.8,400.974,,20,20,0,0,0,,Mainline
9.9,402.974,,20,20,0,0,0,,Mainline
10,404.974,,20,20,0,0,0,,Mainline
10.1,406.974,,20,20,0,0,0,,Mainline
10.2,408.974,,20,20,0,0,0,,Mainline
10.3,410.974,,20,20,0,0,0,,Mainline
10.4,412.974,,20,20,0,0,0,,Mainline
10.5,414.974,,20,20,0,0,0,,Mainline
10.6,416.974,,20,20,0,0,0,,Mainline
10.7,418.974,,20,20,0,0,0,,Mainline
10.8,420.974,,20,20,0,0,0,,Mainline
10.9,422.974,,20,20,0,0,0,,Mainline
11,424.974,,20,20,0,0,0,,Mainline
11.1,426.974,,20,20,0,0,0,,Mainline
11.2,428.974,,20,20,0,0,0,,Mainline
11.3,430.974,,20,20,0,0,0,,Mainline
11.4,432.974,,20,20,0,0,0,,Mainline
11.5,434.974,,20,20,0,0,0,,Mainline
11.6,436.974,,20,20,0,0,0,,Mainline
11.7,438.974,,20,20,0,0,0,,Mainline
11.8,440.974,,20,20,0,0,0,,Mainline
11.9,442.974,,20,20,0,0,0,,Mainline
12,444.974,,20,20,0,0,0,,Mainline
12.1,446.974,,20,20,0,0,0,,Mainline
12.2,448.974,,20,20,0,0,0,,Mainline
12.3,450.974,,20,20,0,0,0,,Mainline
12.4,452.974,,20,20,0,0,0,,Mainline
12.5,454.974,,20,20,0,0,0,,Mainline
12.6,456.974,,20,20,0,0,0,,Mainline
12.7,458.974,,20,20,0,0,0,,Mainline
12.8,460.974,,20,20,0,0,0,,Mainline
12.9,462.974,,20,20,0,0,0,,Mainline
13,464.974,,20,20,0,0,0,,Mainline
13.1,466.974,,20,20,0,0,0,,Mainline
13.2,468.974,,20,20,0,0,0,,Mainline
13.3,470.974,,20,20,0,0,0,,Mainline
