Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-242.637,,20,20,0,0,0,,Mainline
0.1,-240.637,,20,20,0,0,0,,Mainline
0.2,-238.637,,20,20,0,0,0,,Mainline
0.3,-236.637,,20,20,0,0,0,,Mainline
0.4,-234.637,,20,20,0,0,0,,Mainline
0.5,-232.637,,20,20,0,0,0,,Mainline
0.6,-230.637,,20,20,0,0,0,,Mainline
0.7,-228.637,,20,20,0,0,0,,Mainline
0.8,-226.637,,20,20,0,0,0,,Mainline
0.9,-224.637,,20,20,0,0,0,,Mainline
1,-222.637,,20,20,0,0,0,,Mainline
1.1,-220.637,,20,20,0,0,0,,Mainline
1.2,-218.637,,20,20,0,0,0,,Mainline
1.3,-216.637,,20,20,0,0,0,,Mainline
1.4,-214.637,,20,20,0,0,0,,Mainline
1.5,-212.637,,20,20,0,0,0,,Mainline
1.6,-210.637,,20,20,0,0,0,,Mainline
1.7,-208.637,,20,20,0,0,0,,Mainline
1.8,-206.637,,20,20,0,0,0,,Mainline
1.9,-204.637,,20,20,0,0,0,,Mainline
2,-202.637,,20,20,0,0,0,,Mainline
2.1,-200.637,,20,20,0,0,0,,Mainline
2.2,-198.637,,20,20,0,0,0,,Mainline
2.3,-196.637,,20,20,0,0,0,,Mainline
2.4,-194.637,,20,20,0,0,0,,Mainline
2.5,-192.637,,20,20,0,0,0,,Mainline
2.6,-190.637,,20,20,0,0,0,,Mainline
2.7,-188.637,,20,20,0,0,0,,Mainline
2.8,-186.637,,20,20,0,0,0,,Mainline
2.9,-184.637,,20,20,0,0,0,,Mainline
3,-182.637,,20,20,0,0,0,,Mainline
3.1,-180.637,,20,20,0,0,0,,Mainline
3.2,-178.637,,20,20,0,0,0,,Mainline
3.3,-176.637,,20,20,0,0,0,,Mainline
3.4,-174.637,,20,20,0,0,0,,Mainline
3.5,-172.637,,20,20,0,0,0,,Mainline
3.6,-170.637,,20,20,0,0,0,,Mainline
3.7,-168.637,,20,20,0,0,0,,Mainline
3.8,-166.637,,20,20,0,0,0,,Mainline
3.9,-164.637,,20,20,0,0,0,,Mainline
4,-162.637,,20,20,0,0,0,,Mainline
4.1,-160.637,,20,20,0,0,0,,Mainline
4.2,-158.637,,20,20,0,0,0,,Mainline
4.3,-156.637,,20,20,0,0,0,,Mainline
4.4,-154.637,,20,20,0,0,0,,Mainline
4.5,-152.637,,20,20,0,0,0,,Mainline
4.6,-150.637,,20,20,0,0,0,,Mainline
4.7,-148.637,,20,20,0,0,0,,Mainline
4.8,-146.637,,20,20,0,0,0,,Mainline
4.9,-144.637,,20,20,0,0,0,,Mainline
5,-142.637,,20,20,0,0,0,,Mainline
5.1,-140.637,,20,20,0,0,0,,Mainline
5.2,-138.637,,20,20,0,0,0,,Mainline
5.3,-136.637,,20,20,0,0,0,,Mainline
5.4,-134.637,,20,20,0,0,0,,Mainline
5.5,-132.637,,20,20,0,0,0,,Mainline
5.6,-130.637,,20,20,0,0,0,,Mainline
5.7,-128.637,,20,20,0,0,0,,Mainline
5.8,-126.637,,20,20,0,0,0,,Mainline
5.9,-124.637,,20,20,0,0,0,,Mainline
6,-122.637,,20,20,0,0,0,,Mainline
6.1,-120.637,,20,20,0,0,0,,Mainline
6.2,-118.637,,20,20,0,0,0,,Mainline
6.3,-116.637,,20,20,0,0,0,,Mainline
6.4,-114.637,,20,20,0,0,0,,Mainline
