Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-734.04,,20,20,0,0,0,,Mainline
0.01,-733.84,,20,20,0,0,0,,Mainline
0.02,-733.64,,20,20,0,0,0,,Mainline
0.03,-733.44,,20,20,0,0,0,,Mainline
0.04,-733.24,,20,20,0,0,0,,Mainline
0.05,-733.04,,20,20,0,0,0,,Mainline
0.06,-732.84,,20,20,0,0,0,,Mainline
0.07,-732.64,,20,20,0,0,0,,Mainline
0.08,-732.44,,20,20,0,0,0,,Mainline
0.09,-732.24,,20,20,0,0,0,,Mainline
0.1,-732.04,,20,20,0,0,0,,Mainline
0.11,-731.84,,20,20,0,0,0,,Mainline
0.12,-731.64,,20,20,0,0,0,,Mainline
0.13,-731.44,,20,20,0,0,0,,Mainline
0.14,-731.24,,20,20,0,0,0,,Mainline
0.15,-731.04,,20,20,0,0,0,,Mainline
0.16,-730.84,,20,20,0,0,0,,Mainline
0.17,-730.64,,20,20,0,0,0,,Mainline
0.18,-730.44,,20,20,0,0,0,,Mainline
0.19,-730.24,,20,20,0,0,0,,Mainline
0.2,-730.04,,20,20,0,0,0,,Mainline
0.21,-729.84,,20,20,0,0,0,,Mainline
0.22,-729.64,,20,20,0,0,0,,Mainline
0.23,-729.44,,20,20,0,0,0,,Mainline
0.24,-729.24,,20,20,0,0,0,,Mainline
0.25,-729.04,,20,20,0,0,0,,Mainline
0.26,-728.84,,20,20,0,0,0,,Mainline
0.27,-728.64,,20,20,0,0,0,,Mainline
0.28,-728.44,,20,20,0,0,0,,Mainline
0.29,-728.24,,20,20,0,0,0,,Mainline
0.3,-728.04,,20,20,0,0,0,,Mainline
0.31,-727.84,,20,20,0,0,0,,Mainline
0.32,-727.64,,20,20,0,0,0,,Mainline
0.33,-727.44,,20,20,0,0,0,,Mainline
0.34,-727.24,,20,20,0,0,0,,Mainline
0.35,-727.04,,20,20,0,0,0,,Mainline
0.36,-726.84,,20,20,0,0,0,,Mainline
0.37,-726.64,,20,20,0,0,0,,Mainline
0.38,-726.44,,20,20,0,0,0,,Mainline
0.39,-726.24,,20,20,0,0,0,,Mainline
0.4,-726.04,,20,20,0,0,0,,Mainline
0.41,-725.84,,20,20,0,0,0,,Mainline
0.42,-725.64,,20,20,0,0,0,,Mainline
0.43,-725.44,,20,20,0,0,0,,Mainline
0.44,-725.24,,20,20,0,0,0,,Mainline
0.45,-725.04,,20,20,0,0,0,,Mainline
0.46,-724.84,,20,20,0,0,0,,Mainline
0.47,-724.64,,20,20,0,0,0,,Mainline
0.48,-724.44,,20,20,0,0,0,,Mainline
0.49,-724.24,,20,20,0,0,0,,Mainline
0.5,-724.04,,20,20,0,0,0,,Mainline
0.51,-723.84,,20,20,0,0,0,,Mainline
0.52,-723.64,,20,20,0,0,0,,Mainline
0.53,-723.44,,20,20,0,0,0,,Mainline
0.54,-723.24,,20,20,0,0,0,,Mainline
0.55,-723.04,,20,20,0,0,0,,Mainline
0.56,-722.84,,20,20,0,0,0,,Mainline
0.57,-722.64,,20,20,0,0,0,,Mainline
0.58,-722.44,,20,20,0,0,0,,Mainline
0.59,-722.24,,20,20,0,0,0,,Mainline
0.6,-722.04,,20,20,0,0,0,,Mainline
0.61,-721.84,,20,20,0,0,0,,Mainline
0.62,-721.64,,20,20,0,0,0,,Mainline
0.63,-721.44,,20,20,0,0,0,,Mainline
0.64,-721.24,,20,20,0,0,0,,Mainline
0.65,-721.04,,20,20,0,0,0,,Mainline
0.66,-720.84,,20,20,0,0,0,,Mainline
0.67,-720.64,,20,20,0,0,0,,Mainline
0.68,-720.44,,20,20,0,0,0,,Mainline
0.69,-720.24,,20,20,0,0,0,,Mainline
0.7,-720.04,,20,20,0,0,0,,Mainline
