Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-850.268,,20,20,0,0,0,,Mainline
0.01,-850.068,,20,20,0,0,0,,Mainline
0.02,-849.868,,20,20,0,0,0,,Mainline
0.03,-849.668,,20,20,0,0,0,,Mainline
0.04,-849.468,,20,20,0,0,0,,Mainline
0.05,-849.268,,20,20,0,0,0,,Mainline
0.06,-849.068,,20,20,0,0,0,,Mainline
0.07,-848.868,,20,20,0,0,0,,Mainline
0.08,-848.668,,20,20,0,0,0,,Mainline
0.09,-848.468,,20,20,0,0,0,,Mainline
0.1,-848.268,,20,20,0,0,0,,Mainline
0.11,-848.068,,20,20,0,0,0,,Mainline
0.12,-847.868,,20,20,0,0,0,,Mainline
0.13,-847.668,,20,20,0,0,0,,Mainline
0.14,-847.468,,20,20,0,0,0,,Mainline
0.15,-847.268,,20,20,0,0,0,,Mainline
0.16,-847.068,,20,20,0,0,0,,Mainline
0.17,-846.868,,20,20,0,0,0,,Mainline
0.18,-846.668,,20,20,0,0,0,,Mainline
0.19,-846.468,,20,20,0,0,0,,Mainline
0.2,-846.268,,20,20,0,0,0,,Mainline
0.21,-846.068,,20,20,0,0,0,,Mainline
0.22,-845.868,,20,20,0,0,0,,Mainline
0.23,-845.668,,20,20,0,0,0,,Mainline
0.24,-845.468,,20,20,0,0,0,,Mainline
0.25,-845.268,,20,20,0,0,0,,Mainline
0.26,-845.068,,20,20,0,0,0,,Mainline
0.27,-844.868,,20,20,0,0,0,,Mainline
0.28,-844.668,,20,20,0,0,0,,Mainline
0.29,-844.468,,20,20,0,0,0,,Mainline
0.3,-844.268,,20,20,0,0,0,,Mainline
0.31,-844.068,,20,20,0,0,0,,Mainline
0.32,-843.868,,20,20,0,0,0,,Mainline
0.33,-843.668,,20,20,0,0,0,,Mainline
0.34,-843.468,,20,20,0,0,0,,Mainline
0.35,-843.268,,20,20,0,0,0,,Mainline
0.36,-843.068,,20,20,0,0,0,,Mainline
0.37,-842.868,,20,20,0,0,0,,Mainline
0.38,-842.668,,20,20,0,0,0,,Mainline
0.39,-842.468,,20,20,0,0,0,,Mainline
0.4,-842.268,,20,20,0,0,0,,Mainline
0.41,-842.068,,20,20,0,0,0,,Mainline
0.42,-841.868,,20,20,0,0,0,,Mainline
0.43,-841.668,,20,20,0,0,0,,Mainline
0.44,-841.468,,20,20,0,0,0,,Mainline
0.45,-841.268,,20,20,0,0,0,,Mainline
0.46,-841.068,,20,20,0,0,0,,Mainline
0.47,-840.868,,20,20,0,0,0,,Mainline
0.48,-840.668,,20,20,0,0,0,,Mainline
0.49,-840.468,,20,20,0,0,0,,Mainline
0.5,-840.268,,20,20,0,0,0,,Mainline
0.51,-840.068,,20,20,0,0,0,,Mainline
0.52,-839.868,,20,20,0,0,0,,Mainline
0.53,-839.668,,20,20,0,0,0,,Mainline
0.54,-839.468,,20,20,0,0,0,,Mainline
0.55,-839.268,,20,20,0,0,0,,Mainline
0.56,-839.068,,20,20,0,0,0,,Mainline
0.57,-838.868,,20,20,0,0,0,,Mainline
0.58,-838.668,,20,20,0,0,0,,Mainline
0.59,-838.468,,20,20,0,0,0,,Mainline
0.6,-838.268,,20,20,0,0,0,,Mainline
0.61,-838.068,,20,20,0,0,0,,Mainline
0.62,-837.868,,20,20,0,0,0,,Mainline
0.63,-837.668,,20,20,0,0,0,,Mainline
0.64,-837.468,,20,20,0,0,0,,Mainline
0.65,-837.268,,20,20,0,0,0,,Mainline
0.66,-837.068,,20,20,0,0,0,,Mainline
0.67,-836.868,,20,20,0,0,0,,Mainline
0.68,-836.668,,20,20,0,0,0,,Mainline
0.69,-836.468,,20,20,0,0,0,,Mainline
0.7,-836.268,,20,20,0,0,0,,Mainline
0.71,-836.068,,20,20,0,0,0,,Mainline
0.72,-835.868,,20,20,0,0,0,,Mainline
0.73,-835.668,,20,20,0,0,0,,Mainline
0.74,-835.468,,20,20,0,0,0,,Mainline
0.75,-835.268,,20,20,0,0,0,,Mainline
0.76,-835.068,,20,20,0,0,0,,Mainline
0.77,-834.868,,20,20,0,0,0,,Mainline
0.78,-834.668,,20,20,0,0,0,,Mainline
0.79,-834.468,,20,20,0,0,0,,Mainline
0.8,-834.268,,20,20,0,0,0,,Mainline
0.81,-834.068,,20,20,0,0,0,,Mainline
0.82,-833.868,,20,20,0,0,0,,Mainline
0.83,-833.668,,20,20,0,0,0,,Mainline
0.84,-833.468,,20,20,0,0,0,,Mainline
0.85,-833.268,,20,20,0,0,0,,Mainline
0.86,-833.068,,20,20,0,0,0,,Mainline
0.87,-832.868,,20,20,0,0,0,,Mainline
0.88,-832.668,,20,20,0,0,0,,Mainline
0.89,-832.468,,20,20,0,0,0,,Mainline
0.9,-832.268,,20,20,0,0,0,,Mainline
0.91,-832.068,,20,20,0,0,0,,Mainline
0.92,-831.868,,20,20,0,0,0,,Mainline
0.93,-831.668,,20,20,0,0,0,,Mainline
0.94,-831.468,,20,20,0,0,0,,Mainline
0.95,-831.268,,20,20,0,0,0,,Mainline
0.96,-831.068,,20,20,0,0,0,,Mainline
0.97,-830.868,,20,20,0,0,0,,Mainline
0.98,-830.668,,20,20,0,0,0,,Mainline
0.99,-830.468,,20,20,0,0,0,,Mainline
1,-830.268,,20,20,0,0,0,,Mainline
1.01,-830.068,,20,20,0,0,0,,Mainline
1.02,-829.868,,20,20,0,0,0,,Mainline
1.03,-829.668,,20,20,0,0,0,,Mainline
1.04,-829.468,,20,20,0,0,0,,Mainline
1.05,-829.268,,20,20,0,0,0,,Mainline
1.06,-829.068,,20,20,0,0,0,,Mainline
1.07,-828.868,,20,20,0,0,0,,Mainline
1.08,-828.668,,20,20,0,0,0,,Mainline
1.09,-828.468,,20,20,0,0,0,,Mainline
1.1,-828.268,,20,20,0,0,0,,Mainline
1.11,-828.068,,20,20,0,0,0,,Mainline
1.12,-827.868,,20,20,0,0,0,,Mainline
1.13,-827.668,,20,20,0,0,0,,Mainline
1.14,-827.468,,20,20,0,0,0,,Mainline
1.15,-827.268,,20,20,0,0,0,,Mainline
1.16,-827.068,,20,20,0,0,0,,Mainline
1.17,-826.868,,20,20,0,0,0,,Mainline
1.18,-826.668,,20,20,0,0,0,,Mainline
1.19,-826.468,,20,20,0,0,0,,Mainline
1.2,-826.268,,20,20,0,0,0,,Mainline
1.21,-826.068,,20,20,0,0,0,,Mainline
1.22,-825.868,,20,20,0,0,0,,Mainline
1.23,-825.668,,20,20,0,0,0,,Mainline
1.24,-825.468,,20,20,0,0,0,,Mainline
1.25,-825.268,,20,20,0,0,0,,Mainline
1.26,-825.068,,20,20,0,0,0,,Mainline
1.27,-824.868,,20,20,0,0,0,,Mainline
1.28,-824.668,,20,20,0,0,0,,Mainline
1.29,-824.468,,20,20,0,0,0,,Mainline
1.3,-824.268,,20,20,0,0,0,,Mainline
1.31,-824.068,,20,20,0,0,0,,Mainline
1.32,-823.868,,20,20,0,0,0,,Mainline
1.33,-823.668,,20,20,0,0,0,,Mainline
1.34,-823.468,,20,20,0,0,0,,Mainline
1.35,-823.268,,20,20,0,0,0,,Mainline
1.36,-823.068,,20,20,0,0,0,,Mainline
1.37,-822.868,,20,20,0,0,0,,Mainline
1.38,-822.668,,20,20,0,0,0,,Mainline
1.39,-822.468,,20,20,0,0,0,,Mainline
1.4,-822.268,,20,20,0,0,0,,Mainline
1.41,-822.068,,20,20,0,0,0,,Mainline
1.42,-821.868,,20,20,0,0,0,,Mainline
1.43,-821.668,,20,20,0,0,0,,Mainline
1.44,-821.468,,20,20,0,0,0,,Mainline
1.45,-821.268,,20,20,0,0,0,,Mainline
1.46,-821.068,,20,20,0,0,0,,Mainline
1.47,-820.868,,20,20,0,0,0,,Mainline
1.48,-820.668,,20,20,0,0,0,,Mainline
1.49,-820.468,,20,20,0,0,0,,Mainline
1.5,-820.268,,20,20,0,0,0,,Mainline
1.51,-820.068,,20,20,0,0,0,,Mainline
1.52,-819.868,,20,20,0,0,0,,Mainline
1.53,-819.668,,20,20,0,0,0,,Mainline
1.54,-819.468,,20,20,0,0,0,,Mainline
1.55,-819.268,,20,20,0,0,0,,Mainline
1.56,-819.068,,20,20,0,0,0,,Mainline
1.57,-818.868,,20,20,0,0,0,,Mainline
1.58,-818.668,,20,20,0,0,0,,Mainline
1.59,-818.468,,20,20,0,0,0,,Mainline
1.6,-818.268,,20,20,0,0,0,,Mainline
