Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,231.788,,20,20,0,0,0,,Mainline
0.01,231.988,,20,20,0,0,0,,Mainline
0.02,232.188,,20,20,0,0,0,,Mainline
0.03,232.388,,20,20,0,0,0,,Mainline
0.04,232.588,,20,20,0,0,0,,Mainline
0.05,232.788,,20,20,0,0,0,,Mainline
0.06,232.988,,20,20,0,0,0,,Mainline
0.07,233.188,,20,20,0,0,0,,Mainline
0.08,233.388,,20,20,0,0,0,,Mainline
0.09,233.588,,20,20,0,0,0,,Mainline
0.1,233.788,,20,20,0,0,0,,Mainline
0.11,233.988,,20,20,0,0,0,,Mainline
0.12,234.188,,20,20,0,0,0,,Mainline
0.13,234.388,,20,20,0,0,0,,Mainline
0.14,234.588,,20,20,0,0,0,,Mainline
0.15,234.788,,20,20,0,0,0,,Mainline
0.16,234.988,,20,20,0,0,0,,Mainline
0.17,235.188,,20,20,0,0,0,,Mainline
0.18,235.388,,20,20,0,0,0,,Mainline
0.19,235.588,,20,20,0,0,0,,Mainline
0.2,235.788,,20,20,0,0,0,,Mainline
0.21,235.988,,20,20,0,0,0,,Mainline
0.22,236.188,,20,20,0,0,0,,Mainline
0.23,236.388,,20,20,0,0,0,,Mainline
0.24,236.588,,20,20,0,0,0,,Mainline
0.25,236.788,,20,20,0,0,0,,Mainline
0.26,236.988,,20,20,0,0,0,,Mainline
0.27,237.188,,20,20,0,0,0,,Mainline
0.28,237.388,,20,20,0,0,0,,Mainline
0.29,237.588,,20,20,0,0,0,,Mainline
0.3,237.788,,20,20,0,0,0,,Mainline
0.31,237.988,,20,20,0,0,0,,Mainline
0.32,238.188,,20,20,0,0,0,,Mainline
0.33,238.388,,20,20,0,0,0,,Mainline
0.34,238.588,,20,20,0,0,0,,Mainline
0.35,238.788,,20,20,0,0,0,,Mainline
0.36,238.988,,20,20,0,0,0,,Mainline
0.37,239.188,,20,20,0,0,0,,Mainline
0.38,239.388,,20,20,0,0,0,,Mainline
0.39,239.588,,20,20,0,0,0,,Mainline
0.4,239.788,,20,20,0,0,0,,Mainline
0.41,239.988,,20,20,0,0,0,,Mainline
0.42,240.188,,20,20,0,0,0,,Mainline
0.43,240.388,,20,20,0,0,0,,Mainline
0.44,240.588,,20,20,0,0,0,,Mainline
0.45,240.788,,20,20,0,0,0,,Mainline
0.46,240.988,,20,20,0,0,0,,Mainline
0.47,241.188,,20,20,0,0,0,,Mainline
0.48,241.388,,20,20,0,0,0,,Mainline
0.49,241.588,,20,20,0,0,0,,Mainline
0.5,241.788,,20,20,0,0,0,,Mainline
0.51,241.988,,20,20,0,0,0,,Mainline
0.52,242.188,,20,20,0,0,0,,Mainline
0.53,242.388,,20,20,0,0,0,,Mainline
0.54,242.588,,20,20,0,0,0,,Mainline
0.55,242.788,,20,20,0,0,0,,Mainline
0.56,242.988,,20,20,0,0,0,,Mainline
0.57,243.188,,20,20,0,0,0,,Mainline
0.58,243.388,,20,20,0,0,0,,Mainline
0.59,243.588,,20,20,0,0,0,,Mainline
0.6,243.788,,20,20,0,0,0,,Mainline
0.61,243.988,,20,20,0,0,0,,Mainline
0.62,244.188,,20,20,0,0,0,,Mainline
0.63,244.388,,20,20,0,0,0,,Mainline
0.64,244.588,,20,20,0,0,0,,Mainline
0.65,244.788,,20,20,0,0,0,,Mainline
0.66,244.988,,20,20,0,0,0,,Mainline
0.67,245.188,,20,20,0,0,0,,Mainline
0.68,245.388,,20,20,0,0,0,,Mainline
0.69,245.588,,20,20,0,0,0,,Mainline
0.7,245.788,,20,20,0,0,0,,Mainline
0.71,245.988,,20,20,0,0,0,,Mainline
0.72,246.188,,20,20,0,0,0,,Mainline
0.73,246.388,,20,20,0,0,0,,Mainline
0.74,246.588,,20,20,0,0,0,,Mainline
0.75,246.788,,20,20,0,0,0,,Mainline
0.76,246.988,,20,20,0,0,0,,Mainline
0.77,247.188,,20,20,0,0,0,,Mainline
0.78,247.388,,20,20,0,0,0,,Mainline
0.79,247.588,,20,20,0,0,0,,Mainline
0.8,247.788,,20,20,0,0,0,,Mainline
0.81,247.988,,20,20,0,0,0,,Mainline
0.82,248.188,,20,20,0,0,0,,Mainline
0.83,248.388,,20,20,0,0,0,,Mainline
0.84,248.588,,20,20,0,0,0,,Mainline
0.85,248.788,,20,20,0,0,0,,Mainline
0.86,248.988,,20,20,0,0,0,,Mainline
0.87,249.188,,20,20,0,0,0,,Mainline
0.88,249.388,,20,20,0,0,0,,Mainline
0.89,249.588,,20,20,0,0,0,,Mainline
0.9,249.788,,20,20,0,0,0,,Mainline
0.91,249.988,,20,20,0,0,0,,Mainline
0.92,250.188,,20,20,0,0,0,,Mainline
0.93,250.388,,20,20,0,0,0,,Mainline
0.94,250.588,,20,20,0,0,0,,Mainline
0.95,250.788,,20,20,0,0,0,,Mainline
0.96,250.988,,20,20,0,0,0,,Mainline
0.97,251.188,,20,20,0,0,0,,Mainline
0.98,251.388,,20,20,0,0,0,,Mainline
0.99,251.588,,20,20,0,0,0,,Mainline
1,251.788,,20,20,0,0,0,,Mainline
1.01,251.988,,20,20,0,0,0,,Mainline
1.02,252.188,,20,20,0,0,0,,Mainline
1.03,252.388,,20,20,0,0,0,,Mainline
1.04,252.588,,20,20,0,0,0,,Mainline
1.05,252.788,,20,20,0,0,0,,Mainline
1.06,252.988,,20,20,0,0,0,,Mainline
1.07,253.188,,20,20,0,0,0,,Mainline
1.08,253.388,,20,20,0,0,0,,Mainline
1.09,253.588,,20,20,0,0,0,,Mainline
1.1,253.788,,20,20,0,0,0,,Mainline
1.11,253.988,,20,20,0,0,0,,Mainline
1.12,254.188,,20,20,0,0,0,,Mainline
1.13,254.388,,20,20,0,0,0,,Mainline
1.14,254.588,,20,20,0,0,0,,Mainline
1.15,254.788,,20,20,0,0,0,,Mainline
1.16,254.988,,20,20,0,0,0,,Mainline
1.17,255.188,,20,20,0,0,0,,Mainline
1.18,255.388,,20,20,0,0,0,,Mainline
1.19,255.588,,20,20,0,0,0,,Mainline
1.2,255.788,,20,20,0,0,0,,Mainline
1.21,255.988,,20,20,0,0,0,,Mainline
1.22,256.188,,20,20,0,0,0,,Mainline
1.23,256.388,,20,20,0,0,0,,Mainline
1.24,256.588,,20,20,0,0,0,,Mainline
1.25,256.788,,20,20,0,0,0,,Mainline
1.26,256.988,,20,20,0,0,0,,Mainline
1.27,257.188,,20,20,0,0,0,,Mainline
1.28,257.388,,20,20,0,0,0,,Mainline
1.29,257.588,,20,20,0,0,0,,Mainline
1.3,257.788,,20,20,0,0,0,,Mainline
1.31,257.988,,20,20,0,0,0,,Mainline
1.32,258.188,,20,20,0,0,0,,Mainline
1.33,258.388,,20,20,0,0,0,,Mainline
1.34,258.588,,20,20,0,0,0,,Mainline
1.35,258.788,,20,20,0,0,0,,Mainline
1.36,258.988,,20,20,0,0,0,,Mainline
1.37,259.188,,20,20,0,0,0,,Mainline
1.38,259.388,,20,20,0,0,0,,Mainline
1.39,259.588,,20,20,0,0,0,,Mainline
1.4,259.788,,20,20,0,0,0,,Mainline
1.41,259.988,,20,20,0,0,0,,Mainline
1.42,260.188,,20,20,0,0,0,,Mainline
1.43,260.388,,20,20,0,0,0,,Mainline
1.44,260.588,,20,20,0,0,0,,Mainline
