Time,Position,Target_Position,Velocity,Reference_Velocity,Acceleration,Input_Acceleration,Jerk,Fuel_Consumption,Controller,Lane_ID
0.000000,-260.025000,,24.500000,25.000000,-5.000000,-5.000000,-50.000000,0.066600,IDM,Mainline
0.100000,-257.598394,,24.032127,25.000000,-4.678730,-4.678730,3.212703,0.133200,IDM,Mainline
0.200000,-255.215930,,23.617151,25.000000,-4.149761,-4.149761,5.289688,0.199800,IDM,Mainline
0.300000,-252.872714,,23.247171,25.000000,-3.699802,-3.699802,4.499588,0.266400,IDM,Mainline
0.400000,-250.564564,,22.915826,25.000000,-3.313451,-3.313451,3.863515,0.333000,IDM,Mainline
0.500000,-248.287877,,22.617918,25.000000,-2.979076,-2.979076,3.343748,0.399600,IDM,Mainline
0.600000,-246.039523,,22.349146,25.000000,-2.687721,-2.687721,2.913545,0.466200,IDM,Mainline
0.700000,-243.816771,,22.105909,25.000000,-2.432374,-2.432374,2.553478,0.532800,IDM,Mainline
0.800000,-241.617217,,21.885163,25.000000,-2.207459,-2.207459,2.249142,0.599400,IDM,Mainline
0.900000,-239.438743,,21.684313,25.000000,-2.008494,-2.008494,1.989658,0.666000,IDM,Mainline
1.000000,-237.279471,,21.501131,25.000000,-1.831825,-1.831825,1.766683,0.732600,IDM,Mainline
1.100000,-235.137730,,21.333686,25.000000,-1.674453,-1.674453,1.573727,0.799200,IDM,Mainline
1.200000,-233.012031,,21.180298,25.000000,-1.533879,-1.533879,1.405740,0.865800,IDM,Mainline
1.300000,-230.901041,,21.039505,25.000000,-1.407931,-1.407931,1.259472,0.932400,IDM,Mainline
1.400000,-228.803564,,20.910030,25.000000,-1.294742,-1.294742,1.131894,0.999000,IDM,Mainline
1.500000,-226.718525,,20.790759,25.000000,-1.192710,-1.192710,1.020322,1.065600,IDM,Mainline
1.600000,-224.644951,,20.680713,25.000000,-1.100466,-1.100466,0.922442,1.132200,IDM,Mainline
1.700000,-222.581964,,20.579029,25.000000,-1.016837,-1.016837,0.836283,1.198800,IDM,Mainline
1.800000,-220.528765,,20.484947,25.000000,-0.940820,-0.940820,0.760178,1.265400,IDM,Mainline
1.900000,-218.484628,,20.397792,25.000000,-0.871547,-0.871547,0.692722,1.332000,IDM,Mainline
2.000000,-216.448891,,20.316965,25.000000,-0.808275,-0.808275,0.632729,1.398600,IDM,Mainline
2.100000,-214.420946,,20.241929,25.000000,-0.750355,-0.750355,0.579200,1.465200,IDM,Mainline
2.200000,-212.400239,,20.172207,25.000000,-0.697226,-0.697226,0.531288,1.531800,IDM,Mainline
2.300000,-210.386260,,20.107367,25.000000,-0.648398,-0.648398,0.488276,1.598400,IDM,Mainline
2.400000,-208.378541,,20.047023,25.000000,-0.603443,-0.603443,0.449553,1.665000,IDM,Mainline
2.500000,-206.376649,,19.990824,25.000000,-0.561983,-0.561983,0.414599,1.731600,IDM,Mainline
2.600000,-204.380185,,19.938456,25.000000,-0.523686,-0.523686,0.382966,1.798200,IDM,Mainline
2.700000,-202.388780,,19.889630,25.000000,-0.488259,-0.488259,0.354271,1.864800,IDM,Mainline
2.800000,-200.402094,,19.844086,25.000000,-0.455441,-0.455441,0.328183,1.931400,IDM,Mainline
2.900000,-198.419811,,19.801586,25.000000,-0.425000,-0.425000,0.304414,1.998000,IDM,Mainline
3.000000,-196.441636,,19.761913,25.000000,-0.396728,-0.396728,0.282715,2.064600,IDM,Mainline
3.100000,-194.467297,,19.724869,25.000000,-0.370441,-0.370441,0.262868,2.131670,IDM,Mainline
3.200000,-192.496540,,19.690271,25.000000,-0.345973,-0.345973,0.244684,2.204353,IDM,Mainline
3.300000,-190.529129,,19.657954,25.000000,-0.323173,-0.323173,0.227996,2.282248,IDM,Mainline
3.400000,-188.564843,,19.627763,25.000000,-0.301908,-0.301908,0.212656,2.364989,IDM,Mainline
3.500000,-186.603477,,19.599558,25.000000,-0.282054,-0.282054,0.198535,2.452241,IDM,Mainline
3.600000,-184.644838,,19.573208,25.000000,-0.263502,-0.263502,0.185518,2.543696,IDM,Mainline
3.700000,-182.688748,,19.548593,25.000000,-0.246152,-0.246152,0.173502,2.639072,IDM,Mainline
3.800000,-180.735039,,19.525601,25.000000,-0.229912,-0.229912,0.162398,2.738110,IDM,Mainline
3.900000,-178.783552,,19.504131,25.000000,-0.214700,-0.214700,0.152123,2.840570,IDM,Mainline
4.000000,-176.834141,,19.484087,25.000000,-0.200439,-0.200439,0.142606,2.946233,IDM,Mainline
4.100000,-174.886668,,19.465381,25.000000,-0.187061,-0.187061,0.133780,3.054894,IDM,Mainline
4.200000,-172.941002,,19.447931,25.000000,-0.174503,-0.174503,0.125589,3.166367,IDM,Mainline
4.300000,-170.997022,,19.431661,25.000000,-0.162705,-0.162705,0.117978,3.280477,IDM,Mainline
4.400000,-169.054614,,19.416499,25.000000,-0.151615,-0.151615,0.110901,3.397062,IDM,Mainline
4.500000,-167.113670,,19.402381,25.000000,-0.141183,-0.141183,0.104315,3.515975,IDM,Mainline
4.600000,-165.174089,,19.389244,25.000000,-0.131365,-0.131365,0.098180,3.637075,IDM,Mainline
4.700000,-163.235775,,19.377032,25.000000,-0.122119,-0.122119,0.092462,3.760235,IDM,Mainline
4.800000,-161.298639,,19.365692,25.000000,-0.113406,-0.113406,0.087128,3.885334,IDM,Mainline
4.900000,-159.362596,,19.355173,25.000000,-0.105191,-0.105191,0.082149,4.012261,IDM,Mainline
5.000000,-157.427566,,19.345429,25.000000,-0.097441,-0.097441,0.077498,4.140914,IDM,Mainline
5.100000,-155.493474,,19.336416,25.000000,-0.090126,-0.090126,0.073152,4.271194,IDM,Mainline
5.200000,-153.560248,,19.328094,25.000000,-0.083217,-0.083217,0.069087,4.403012,IDM,Mainline
5.300000,-151.627822,,19.320425,25.000000,-0.076689,-0.076689,0.065283,4.536284,IDM,Mainline
5.400000,-149.696132,,19.313374,25.000000,-0.070517,-0.070517,0.061722,4.670931,IDM,Mainline
5.500000,-147.765118,,19.306906,25.000000,-0.064678,-0.064678,0.058387,4.806880,IDM,Mainline
5.600000,-145.834723,,19.300991,25.000000,-0.059152,-0.059152,0.055261,4.944063,IDM,Mainline
5.700000,-143.904894,,19.295599,25.000000,-0.053919,-0.053919,0.052331,5.082416,IDM,Mainline
5.800000,-141.975579,,19.290703,25.000000,-0.048961,-0.048961,0.049582,5.221877,IDM,Mainline
5.900000,-140.046730,,19.286277,25.000000,-0.044260,-0.044260,0.047003,5.362393,IDM,Mainline
6.000000,-138.118301,,19.282296,25.000000,-0.039802,-0.039802,0.044582,5.503909,IDM,Mainline
6.100000,-136.190250,,19.278739,25.000000,-0.035571,-0.035571,0.042308,5.646376,IDM,Mainline
6.200000,-134.262533,,19.275584,25.000000,-0.031554,-0.031554,0.040172,5.789749,IDM,Mainline
6.300000,-132.335114,,19.272810,25.000000,-0.027738,-0.027738,0.038165,5.933984,IDM,Mainline
6.400000,-130.407953,,19.270399,25.000000,-0.024110,-0.024110,0.036278,6.079041,IDM,Mainline
6.500000,-128.481017,,19.268333,25.000000,-0.020659,-0.020659,0.034503,6.224881,IDM,Mainline
6.600000,-126.554270,,19.266596,25.000000,-0.017376,-0.017376,0.032833,6.371468,IDM,Mainline
6.700000,-124.627682,,19.265171,25.000000,-0.014250,-0.014250,0.031262,6.518770,IDM,Mainline
6.800000,-122.701221,,19.264043,25.000000,-0.011272,-0.011272,0.029783,6.666754,IDM,Mainline
6.900000,-120.774859,,19.263200,25.000000,-0.008433,-0.008433,0.028390,6.815392,IDM,Mainline
7.000000,-118.848568,,19.262628,25.000000,-0.005725,-0.005725,0.027079,6.964654,IDM,Mainline
7.100000,-116.922321,,19.262314,25.000000,-0.003140,-0.003140,0.025843,7.114515,IDM,Mainline
7.200000,-114.996093,,19.262246,25.000000,-0.000673,-0.000673,0.024678,7.264951,IDM,Mainline
7.300000,-113.069860,,19.262415,25.000000,0.001685,0.001685,0.023579,7.415938,IDM,Mainline
7.400000,-111.143598,,19.262809,25.000000,0.003940,0.003940,0.022544,7.567455,IDM,Mainline
7.500000,-109.217287,,19.263418,25.000000,0.006096,0.006096,0.021566,7.719484,IDM,Mainline
7.600000,-107.290904,,19.264235,25.000000,0.008161,0.008161,0.020644,7.872006,IDM,Mainline
7.700000,-105.364430,,19.265248,25.000000,0.010138,0.010138,0.019774,8.025003,IDM,Mainline
7.800000,-103.437845,,19.266452,25.000000,0.012033,0.012033,0.018951,8.178459,IDM,Mainline
7.900000,-101.511131,,19.267837,25.000000,0.013851,0.013851,0.018175,8.332359,IDM,Mainline
8.000000,-99.584269,,19.269396,25.000000,0.015595,0.015595,0.017441,8.486687,IDM,Mainline
8.100000,-97.657243,,19.271123,25.000000,0.017269,0.017269,0.016747,8.641429,IDM,Mainline
8.200000,-95.730036,,19.273011,25.000000,0.018879,0.018879,0.016091,8.796574,IDM,Mainline
8.300000,-93.802633,,19.275054,25.000000,0.020425,0.020425,0.015470,8.952107,IDM,Mainline
8.400000,-91.875018,,19.277245,25.000000,0.021914,0.021914,0.014882,9.108017,IDM,Mainline
8.500000,-89.947177,,19.279580,25.000000,0.023346,0.023346,0.014326,9.264294,IDM,Mainline
8.600000,-88.019095,,19.282052,25.000000,0.024726,0.024726,0.013798,9.420926,IDM,Mainline
8.700000,-86.090760,,19.284658,25.000000,0.026056,0.026056,0.013299,9.577903,IDM,Mainline
8.800000,-84.162158,,19.287392,25.000000,0.027338,0.027338,0.012825,9.735217,IDM,Mainline
8.900000,-82.233275,,19.290249,25.000000,0.028576,0.028576,0.012375,9.892857,IDM,Mainline
9.000000,-80.304102,,19.293226,25.000000,0.029771,0.029771,0.011948,10.050816,IDM,Mainline
9.100000,-78.374624,,19.296319,25.000000,0.030925,0.030925,0.011543,10.209085,IDM,Mainline
9.200000,-76.444832,,19.299523,25.000000,0.032041,0.032041,0.011157,10.367657,IDM,Mainline
9.300000,-74.514715,,19.302835,25.000000,0.033120,0.033120,0.010791,10.526524,IDM,Mainline
9.400000,-72.584260,,19.306251,25.000000,0.034164,0.034164,0.010442,10.685680,IDM,Mainline
9.500000,-70.653459,,19.309769,25.000000,0.035175,0.035175,0.010110,10.845118,IDM,Mainline
9.600000,-68.722302,,19.313384,25.000000,0.036155,0.036155,0.009794,11.004831,IDM,Mainline
9.700000,-66.790778,,19.317095,25.000000,0.037104,0.037104,0.009492,11.164814,IDM,Mainline
9.800000,-64.858878,,19.320897,25.000000,0.038024,0.038024,0.009204,11.325061,IDM,Mainline
9.900000,-62.926594,,19.324789,25.000000,0.038917,0.038917,0.008929,11.485567,IDM,Mainline
10.000000,-60.993916,,19.328767,25.000000,0.039784,0.039784,0.008667,11.646325,IDM,Mainline
10.100000,-59.060836,,19.332830,25.000000,0.040625,0.040625,0.008416,11.807333,IDM,Mainline
10.200000,-57.127346,,19.336974,25.000000,0.041443,0.041443,0.008175,11.968584,IDM,Mainline
10.300000,-55.193437,,19.341198,25.000000,0.042237,0.042237,0.007945,12.130075,IDM,Mainline
10.400000,-53.259103,,19.345499,25.000000,0.043010,0.043010,0.007724,12.291800,IDM,Mainline
10.500000,-51.324334,,19.349875,25.000000,0.043761,0.043761,0.007513,12.453757,IDM,Mainline
10.600000,-49.389124,,19.354324,25.000000,0.044492,0.044492,0.007309,12.615941,IDM,Mainline
10.700000,-47.453466,,19.358844,25.000000,0.045203,0.045203,0.007114,12.778347,IDM,Mainline
10.800000,-45.517352,,19.363434,25.000000,0.045896,0.045896,0.006926,12.940974,IDM,Mainline
10.900000,-43.580775,,19.368091,25.000000,0.046570,0.046570,0.006745,13.103816,IDM,Mainline
11.000000,-41.643730,,19.372814,25.000000,0.047228,0.047228,0.006571,13.266871,IDM,Mainline
11.100000,-39.706209,,19.377600,25.000000,0.047868,0.047868,0.006403,13.430136,IDM,Mainline
11.200000,-37.768207,,19.382450,25.000000,0.048492,0.048492,0.006241,13.593607,IDM,Mainline
11.300000,-35.829717,,19.387360,25.000000,0.049100,0.049100,0.006084,13.757282,IDM,Mainline
11.400000,-33.890732,,19.392329,25.000000,0.049694,0.049694,0.005933,13.921157,IDM,Mainline
11.500000,-31.951248,,19.397356,25.000000,0.050272,0.050272,0.005786,14.085230,IDM,Mainline
11.600000,-30.011258,,19.402440,25.000000,0.050837,0.050837,0.005644,14.249498,IDM,Mainline
11.700000,-28.070757,,19.407579,25.000000,0.051387,0.051387,0.005507,14.413959,IDM,Mainline
11.800000,-26.129740,,19.412771,25.000000,0.051925,0.051925,0.005373,14.578609,IDM,Mainline
11.900000,-24.188200,,19.418016,25.000000,0.052449,0.052449,0.005244,14.743447,IDM,Mainline
12.000000,-22.246134,,19.423312,25.000000,0.052961,0.052961,0.005118,14.908470,IDM,Mainline
12.100000,-20.303535,,19.428658,25.000000,0.053460,0.053460,0.004996,15.073676,IDM,Mainline
12.200000,-18.360400,,19.434053,25.000000,0.053948,0.053948,0.004877,15.239062,IDM,Mainline
12.300000,-16.416722,,19.439495,25.000000,0.054424,0.054424,0.004761,15.404627,IDM,Mainline
12.400000,-14.472498,,19.444984,25.000000,0.054889,0.054889,0.004649,15.570368,IDM,Mainline
12.500000,-12.527723,,19.450519,25.000000,0.055343,0.055343,0.004539,15.736283,IDM,Mainline
12.600000,-10.582392,,19.456097,25.000000,0.055786,0.055786,0.004432,15.902370,IDM,Mainline
12.700000,-8.636502,,19.461719,25.000000,0.056219,0.056219,0.004327,16.068627,IDM,Mainline
12.800000,-6.690047,,19.467383,25.000000,0.056641,0.056641,0.004225,16.235052,IDM,Mainline
12.900000,-4.743023,,19.473089,25.000000,0.057054,0.057054,0.004125,16.401644,IDM,Mainline
13.000000,-2.795427,,19.478834,25.000000,0.057456,0.057456,0.004027,16.568400,IDM,Mainline
13.100000,-0.847254,,19.484619,25.000000,0.057850,0.057850,0.003932,16.735319,IDM,Mainline
13.200000,1.101499,,19.490442,25.000000,0.058233,0.058233,0.003838,16.902399,IDM,Mainline
13.300000,3.050836,,19.496303,25.000000,0.058608,0.058608,0.003747,17.069638,IDM,Mainline
13.400000,5.000761,,19.502201,25.000000,0.058974,0.058974,0.003657,17.237034,IDM,Mainline
13.500000,6.951278,,19.508134,25.000000,0.059331,0.059331,0.003569,17.404586,IDM,Mainline
13.600000,8.902390,,19.514102,25.000000,0.059679,0.059679,0.003483,17.572292,IDM,Mainline
13.700000,10.854100,,19.520104,25.000000,0.060019,0.060019,0.003398,17.740150,IDM,Mainline
13.800000,12.806412,,19.526139,25.000000,0.060350,0.060350,0.003315,17.908160,IDM,Mainline
13.900000,14.759329,,19.532206,25.000000,0.060674,0.060674,0.003234,18.076319,IDM,Mainline
14.000000,16.712855,,19.538305,25.000000,0.060989,0.060989,0.003154,18.244625,IDM,Mainline
14.100000,18.666992,,19.544434,25.000000,0.061296,0.061296,0.003075,18.413078,IDM,Mainline
14.200000,20.621743,,19.550594,25.000000,0.061596,0.061596,0.002998,18.581675,IDM,Mainline
14.300000,22.576276,,19.540061,25.000000,-0.105335,-0.105335,-1.669308,18.710270,IDM,Mainline
14.400000,24.528965,,19.513715,25.000000,-0.263452,-0.263452,-1.581175,18.801299,IDM,Mainline
14.500000,26.478271,,19.472416,25.000000,-0.412996,-0.412996,-1.495438,18.867899,IDM,Mainline
14.600000,28.422742,,19.416986,25.000000,-0.554297,-0.554297,-1.413010,18.934499,IDM,Mainline
14.700000,30.361001,,19.348211,25.000000,-0.687755,-0.687755,-1.334583,19.001099,IDM,Mainline
14.800000,32.291775,,19.267268,25.000000,-0.809427,-0.809427,-1.216717,19.067699,IDM,Mainline
14.900000,34.214062,,19.178457,25.000000,-0.888104,-0.888104,-0.786774,19.134299,IDM,Mainline
15.000000,36.127234,,19.084992,25.000000,-0.934653,-0.934653,-0.465488,19.200899,IDM,Mainline
15.100000,38.030947,,18.989271,25.000000,-0.957216,-0.957216,-0.225630,19.267499,IDM,Mainline
15.200000,39.925065,,18.893075,25.000000,-0.961953,-0.961953,-0.047368,19.334099,IDM,Mainline
15.300000,41.809604,,18.797720,25.000000,-0.953550,-0.953550,0.084023,19.400699,IDM,Mainline
15.400000,43.684698,,18.704161,25.000000,-0.935589,-0.935589,0.179614,19.467299,IDM,Mainline
