Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-420.042485,,24.984124,25.000000,-0.158764,-0.158764,-1.587636,0.666000,IDM,Mainline
0.100000,-417.544838,,24.968808,25.000000,-0.153153,-0.153153,0.056103,1.332000,IDM,Mainline
0.200000,-415.048696,,24.954033,25.000000,-0.147752,-0.147752,0.054018,1.998000,IDM,Mainline
0.300000,-412.554006,,24.939778,25.000000,-0.142550,-0.142550,0.052019,2.664000,IDM,Mainline
0.400000,-410.060715,,24.926024,25.000000,-0.137540,-0.137540,0.050101,3.330000,IDM,Mainline
0.500000,-407.568777,,24.912753,25.000000,-0.132714,-0.132714,0.048260,3.996000,IDM,Mainline
0.600000,-405.078142,,24.899946,25.000000,-0.128064,-0.128064,0.046492,4.662000,IDM,Mainline
0.700000,-402.588765,,24.887588,25.000000,-0.123585,-0.123585,0.044795,5.328000,IDM,Mainline
0.800000,-400.100602,,24.875661,25.000000,-0.119268,-0.119268,0.043166,5.994000,IDM,Mainline
0.900000,-397.613612,,24.864150,25.000000,-0.115108,-0.115108,0.041600,6.660000,IDM,Mainline
1.000000,-395.127752,,24.853040,25.000000,-0.111099,-0.111099,0.040096,7.326000,IDM,Mainline
1.100000,-392.642984,,24.842317,25.000000,-0.107234,-0.107234,0.038650,7.992000,IDM,Mainline
1.200000,-390.159270,,24.831966,25.000000,-0.103508,-0.103508,0.037260,8.658000,IDM,Mainline
1.300000,-387.676573,,24.821975,25.000000,-0.099915,-0.099915,0.035924,9.324000,IDM,Mainline
1.400000,-385.194858,,24.812330,25.000000,-0.096451,-0.096451,0.034640,9.990000,IDM,Mainline
1.500000,-382.714091,,24.803019,25.000000,-0.093111,-0.093111,0.033404,10.656000,IDM,Mainline
1.600000,-380.234238,,24.794030,25.000000,-0.089889,-0.089889,0.032215,11.322000,IDM,Mainline
1.700000,-377.755269,,24.785351,25.000000,-0.086782,-0.086782,0.031072,11.988000,IDM,Mainline
1.800000,-375.277153,,24.776973,25.000000,-0.083785,-0.083785,0.029971,12.654000,IDM,Mainline
1.900000,-372.799860,,24.768883,25.000000,-0.080894,-0.080894,0.028912,13.320000,IDM,Mainline
2.000000,-370.323362,,24.761073,25.000000,-0.078105,-0.078105,0.027893,13.986000,IDM,Mainline
2.100000,-367.847632,,24.753532,25.000000,-0.075413,-0.075413,0.026912,14.652000,IDM,Mainline
2.200000,-365.372643,,24.746250,25.000000,-0.072817,-0.072817,0.025967,15.318000,IDM,Mainline
2.300000,-362.898370,,24.739219,25.000000,-0.070311,-0.070311,0.025057,15.984000,IDM,Mainline
2.400000,-360.424787,,24.732430,25.000000,-0.067893,-0.067893,0.024181,16.650000,IDM,Mainline
2.500000,-357.951872,,24.725874,25.000000,-0.065559,-0.065559,0.023337,17.316000,IDM,Mainline
2.600000,-355.479601,,24.719543,25.000000,-0.063307,-0.063307,0.022523,17.982000,IDM,Mainline
2.700000,-353.007953,,24.713430,25.000000,-0.061133,-0.061133,0.021740,18.648000,IDM,Mainline
2.800000,-350.536905,,24.707526,25.000000,-0.059034,-0.059034,0.020985,19.314000,IDM,Mainline
2.900000,-348.066437,,24.701825,25.000000,-0.057009,-0.057009,0.020258,19.980000,IDM,Mainline
3.000000,-345.596530,,24.696320,25.000000,-0.055053,-0.055053,0.019556,20.646000,IDM,Mainline
3.100000,-343.127164,,24.691004,25.000000,-0.053165,-0.053165,0.018881,21.312000,IDM,Mainline
3.200000,-340.658320,,24.685869,25.000000,-0.051342,-0.051342,0.018229,21.978000,IDM,Mainline
3.300000,-338.189981,,24.680911,25.000000,-0.049582,-0.049582,0.017601,22.644000,IDM,Mainline
3.400000,-335.722129,,24.676123,25.000000,-0.047882,-0.047882,0.016995,23.310000,IDM,Mainline
3.500000,-333.254748,,24.671499,25.000000,-0.046241,-0.046241,0.016411,23.976000,IDM,Mainline
3.600000,-330.787822,,24.667033,25.000000,-0.044656,-0.044656,0.015848,24.642000,IDM,Mainline
3.700000,-328.321334,,24.662721,25.000000,-0.043126,-0.043126,0.015305,25.308000,IDM,Mainline
3.800000,-325.855270,,24.658556,25.000000,-0.041648,-0.041648,0.014781,25.974000,IDM,Mainline
3.900000,-323.389616,,24.654534,25.000000,-0.040220,-0.040220,0.014276,26.640000,IDM,Mainline
4.000000,-320.924356,,24.650650,25.000000,-0.038841,-0.038841,0.013788,27.306000,IDM,Mainline
4.100000,-318.459479,,24.646899,25.000000,-0.037509,-0.037509,0.013318,27.972000,IDM,Mainline
4.200000,-315.994970,,24.643277,25.000000,-0.036223,-0.036223,0.012864,28.638000,IDM,Mainline
4.300000,-313.530817,,24.639778,25.000000,-0.034980,-0.034980,0.012426,29.304000,IDM,Mainline
4.400000,-311.067008,,24.636400,25.000000,-0.033780,-0.033780,0.012004,29.970000,IDM,Mainline
4.500000,-308.603531,,24.633138,25.000000,-0.032620,-0.032620,0.011596,30.636000,IDM,Mainline
4.600000,-306.140375,,24.629988,25.000000,-0.031500,-0.031500,0.011203,31.302000,IDM,Mainline
4.700000,-303.677528,,24.626947,25.000000,-0.030418,-0.030418,0.010823,31.968000,IDM,Mainline
4.800000,-301.214981,,24.624009,25.000000,-0.029372,-0.029372,0.010456,32.634000,IDM,Mainline
4.900000,-298.752721,,24.621173,25.000000,-0.028362,-0.028362,0.010103,33.300000,IDM,Mainline
5.000000,-296.290741,,24.618435,25.000000,-0.027386,-0.027386,0.009761,33.966000,IDM,Mainline
5.100000,-293.829030,,24.615790,25.000000,-0.026443,-0.026443,0.009431,34.632000,IDM,Mainline
5.200000,-291.367578,,24.613237,25.000000,-0.025531,-0.025531,0.009113,35.298000,IDM,Mainline
5.300000,-288.906378,,24.610772,25.000000,-0.024651,-0.024651,0.008806,35.964000,IDM,Mainline
5.400000,-286.445420,,24.608392,25.000000,-0.023800,-0.023800,0.008509,36.630000,IDM,Mainline
5.500000,-283.984695,,24.606094,25.000000,-0.022978,-0.022978,0.008222,37.296000,IDM,Mainline
5.600000,-281.524197,,24.603876,25.000000,-0.022183,-0.022183,0.007946,37.962000,IDM,Mainline
5.700000,-279.063916,,24.601735,25.000000,-0.021415,-0.021415,0.007678,38.628000,IDM,Mainline
5.800000,-276.603846,,24.599667,25.000000,-0.020673,-0.020673,0.007420,39.294000,IDM,Mainline
5.900000,-274.143979,,24.597672,25.000000,-0.019956,-0.019956,0.007171,39.960000,IDM,Mainline
6.000000,-271.684308,,24.595745,25.000000,-0.019263,-0.019263,0.006930,40.626000,IDM,Mainline
6.100000,-269.224827,,24.593886,25.000000,-0.018593,-0.018593,0.006698,41.292000,IDM,Mainline
6.200000,-266.765528,,24.592091,25.000000,-0.017946,-0.017946,0.006473,41.958000,IDM,Mainline
6.300000,-264.306406,,24.590359,25.000000,-0.017320,-0.017320,0.006256,42.624000,IDM,Mainline
6.400000,-261.847453,,24.588688,25.000000,-0.016716,-0.016716,0.006047,43.290000,IDM,Mainline
6.500000,-259.388665,,24.587075,25.000000,-0.016131,-0.016131,0.005845,43.956000,IDM,Mainline
6.600000,-256.930035,,24.585518,25.000000,-0.015566,-0.015566,0.005649,46.152515,IDM,Mainline
6.700000,-254.471559,,24.584016,25.000000,-0.015020,-0.015020,0.005460,49.966855,IDM,Mainline
6.800000,-252.013230,,24.582567,25.000000,-0.014493,-0.014493,0.005278,55.344786,IDM,Mainline
6.900000,-249.555043,,24.581168,25.000000,-0.013982,-0.013982,0.005102,62.233922,IDM,Mainline
