Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,86.360434,,24.978823,25.000000,-0.211773,-0.211773,-2.117732,0.666000,IDM,Mainline
0.100000,88.857292,,24.958349,25.000000,-0.204736,-0.204736,0.070369,1.332000,IDM,Mainline
0.200000,91.352138,,24.938555,25.000000,-0.197944,-0.197944,0.067921,1.998000,IDM,Mainline
0.300000,93.845036,,24.919416,25.000000,-0.191387,-0.191387,0.065567,2.664000,IDM,Mainline
0.400000,96.336053,,24.900910,25.000000,-0.185057,-0.185057,0.063301,3.330000,IDM,Mainline
0.500000,98.825249,,24.883016,25.000000,-0.178945,-0.178945,0.061120,3.996000,IDM,Mainline
0.600000,101.312685,,24.865711,25.000000,-0.173043,-0.173043,0.059021,4.662000,IDM,Mainline
0.700000,103.798420,,24.848977,25.000000,-0.167343,-0.167343,0.056999,5.328000,IDM,Mainline
0.800000,106.282508,,24.832793,25.000000,-0.161838,-0.161838,0.055053,5.994000,IDM,Mainline
0.900000,108.765005,,24.817141,25.000000,-0.156520,-0.156520,0.053178,6.660000,IDM,Mainline
1.000000,111.245962,,24.802003,25.000000,-0.151383,-0.151383,0.051371,7.326000,IDM,Mainline
1.100000,113.725430,,24.787361,25.000000,-0.146420,-0.146420,0.049631,7.992000,IDM,Mainline
1.200000,116.203458,,24.773198,25.000000,-0.141625,-0.141625,0.047953,8.658000,IDM,Mainline
1.300000,118.680093,,24.759499,25.000000,-0.136991,-0.136991,0.046336,9.324000,IDM,Mainline
1.400000,121.155380,,24.746248,25.000000,-0.132513,-0.132513,0.044777,9.990000,IDM,Mainline
1.500000,123.629364,,24.733429,25.000000,-0.128186,-0.128186,0.043274,10.656000,IDM,Mainline
1.600000,126.102087,,24.721029,25.000000,-0.124004,-0.124004,0.041825,11.322000,IDM,Mainline
1.700000,128.573590,,24.709033,25.000000,-0.119961,-0.119961,0.040427,11.988000,IDM,Mainline
1.800000,131.043913,,24.697428,25.000000,-0.116053,-0.116053,0.039078,12.654000,IDM,Mainline
1.900000,133.513095,,24.686200,25.000000,-0.112275,-0.112275,0.037777,13.320000,IDM,Mainline
2.000000,135.981171,,24.675338,25.000000,-0.108623,-0.108623,0.036522,13.986000,IDM,Mainline
2.100000,138.448180,,24.664828,25.000000,-0.105092,-0.105092,0.035310,14.652000,IDM,Mainline
2.200000,140.914154,,24.654661,25.000000,-0.101678,-0.101678,0.034141,15.318000,IDM,Mainline
2.300000,143.379128,,24.644823,25.000000,-0.098377,-0.098377,0.033012,15.984000,IDM,Mainline
2.400000,145.843135,,24.635305,25.000000,-0.095184,-0.095184,0.031923,16.650000,IDM,Mainline
2.500000,148.306205,,24.626095,25.000000,-0.092097,-0.092097,0.030871,17.316000,IDM,Mainline
2.600000,150.768369,,24.617184,25.000000,-0.089112,-0.089112,0.029855,17.982000,IDM,Mainline
2.700000,153.229656,,24.608561,25.000000,-0.086224,-0.086224,0.028875,18.648000,IDM,Mainline
2.800000,155.690095,,24.600218,25.000000,-0.083432,-0.083432,0.027927,19.314000,IDM,Mainline
2.900000,158.149713,,24.592145,25.000000,-0.080730,-0.080730,0.027012,19.980000,IDM,Mainline
3.000000,160.608537,,24.584333,25.000000,-0.078118,-0.078118,0.026129,20.646000,IDM,Mainline
3.100000,163.066592,,24.576774,25.000000,-0.075590,-0.075590,0.025275,21.312000,IDM,Mainline
3.200000,165.523904,,24.569460,25.000000,-0.073145,-0.073145,0.024450,21.978000,IDM,Mainline
3.300000,167.980496,,24.562382,25.000000,-0.070780,-0.070780,0.023653,22.644000,IDM,Mainline
3.400000,170.436392,,24.555533,25.000000,-0.068492,-0.068492,0.022883,23.310000,IDM,Mainline
3.500000,172.891614,,24.548905,25.000000,-0.066278,-0.066278,0.022139,23.976000,IDM,Mainline
3.600000,175.346183,,24.542491,25.000000,-0.064136,-0.064136,0.021419,24.642000,IDM,Mainline
3.700000,177.800122,,24.536285,25.000000,-0.062063,-0.062063,0.020724,25.308000,IDM,Mainline
3.800000,180.253450,,24.530279,25.000000,-0.060058,-0.060058,0.020052,25.974000,IDM,Mainline
3.900000,182.706188,,24.524467,25.000000,-0.058118,-0.058118,0.019402,26.640000,IDM,Mainline
4.000000,185.158353,,24.518843,25.000000,-0.056240,-0.056240,0.018774,27.306000,IDM,Mainline
4.100000,187.609965,,24.513401,25.000000,-0.054424,-0.054424,0.018167,27.972000,IDM,Mainline
4.200000,190.061042,,24.508134,25.000000,-0.052666,-0.052666,0.017580,28.638000,IDM,Mainline
4.300000,192.511601,,24.503038,25.000000,-0.050964,-0.050964,0.017013,29.304000,IDM,Mainline
4.400000,194.961658,,24.498106,25.000000,-0.049318,-0.049318,0.016464,29.970000,IDM,Mainline
4.500000,197.411230,,24.493334,25.000000,-0.047725,-0.047725,0.015933,30.636000,IDM,Mainline
4.600000,199.860332,,24.488715,25.000000,-0.046183,-0.046183,0.015420,31.302000,IDM,Mainline
4.700000,202.308981,,24.484246,25.000000,-0.044690,-0.044690,0.014924,31.968000,IDM,Mainline
4.800000,204.757189,,24.479922,25.000000,-0.043246,-0.043246,0.014444,32.634000,IDM,Mainline
4.900000,207.204972,,24.475737,25.000000,-0.041848,-0.041848,0.013979,33.300000,IDM,Mainline
5.000000,209.652343,,24.471687,25.000000,-0.040495,-0.040495,0.013530,33.966000,IDM,Mainline
5.100000,212.099316,,24.467769,25.000000,-0.039185,-0.039185,0.013096,34.632000,IDM,Mainline
