Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-1385.459063,,24.983915,25.000000,-0.160848,-0.160848,-1.608476,0.666000,IDM,Mainline
0.100000,-1382.961448,,24.968391,25.000000,-0.155244,-0.155244,0.056039,1.332000,IDM,Mainline
0.200000,-1380.465358,,24.953406,25.000000,-0.149848,-0.149848,0.053957,1.998000,IDM,Mainline
0.300000,-1377.970740,,24.938941,25.000000,-0.144652,-0.144652,0.051962,2.664000,IDM,Mainline
0.400000,-1375.477545,,24.924976,25.000000,-0.139647,-0.139647,0.050048,3.330000,IDM,Mainline
0.500000,-1372.985721,,24.911494,25.000000,-0.134826,-0.134826,0.048211,3.996000,IDM,Mainline
0.600000,-1370.495223,,24.898476,25.000000,-0.130181,-0.130181,0.046450,4.662000,IDM,Mainline
0.700000,-1368.006004,,24.885905,25.000000,-0.125705,-0.125705,0.044758,5.328000,IDM,Mainline
0.800000,-1365.518020,,24.873766,25.000000,-0.121392,-0.121392,0.043135,5.994000,IDM,Mainline
0.900000,-1363.031230,,24.862042,25.000000,-0.117234,-0.117234,0.041576,6.660000,IDM,Mainline
1.000000,-1360.545592,,24.850720,25.000000,-0.113226,-0.113226,0.040078,7.326000,IDM,Mainline
1.100000,-1358.061066,,24.839784,25.000000,-0.109362,-0.109362,0.038639,7.992000,IDM,Mainline
1.200000,-1355.577616,,24.829220,25.000000,-0.105637,-0.105637,0.037257,8.658000,IDM,Mainline
1.300000,-1353.095204,,24.819016,25.000000,-0.102044,-0.102044,0.035928,9.324000,IDM,Mainline
1.400000,-1350.613796,,24.809158,25.000000,-0.098579,-0.098579,0.034650,9.990000,IDM,Mainline
1.500000,-1348.133356,,24.799634,25.000000,-0.095237,-0.095237,0.033422,10.656000,IDM,Mainline
1.600000,-1345.653853,,24.790433,25.000000,-0.092013,-0.092013,0.032240,11.322000,IDM,Mainline
1.700000,-1343.175254,,24.781543,25.000000,-0.088902,-0.088902,0.031104,11.988000,IDM,Mainline
1.800000,-1340.697529,,24.772952,25.000000,-0.085901,-0.085901,0.030010,12.654000,IDM,Mainline
1.900000,-1338.220649,,24.764652,25.000000,-0.083005,-0.083005,0.028958,13.320000,IDM,Mainline
2.000000,-1335.744585,,24.756631,25.000000,-0.080211,-0.080211,0.027945,13.986000,IDM,Mainline
2.100000,-1333.269309,,24.748879,25.000000,-0.077514,-0.077514,0.026971,14.652000,IDM,Mainline
2.200000,-1330.794796,,24.741388,25.000000,-0.074911,-0.074911,0.026032,15.318000,IDM,Mainline
2.300000,-1328.321019,,24.734149,25.000000,-0.072398,-0.072398,0.025129,15.984000,IDM,Mainline
2.400000,-1325.847954,,24.727151,25.000000,-0.069972,-0.069972,0.024258,16.650000,IDM,Mainline
