Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-1076.785812,,24.974139,25.000000,-0.258607,-0.258607,-2.586070,0.666000,IDM,Mainline
0.100000,-1074.289641,,24.949282,25.000000,-0.248573,-0.248573,0.100343,1.332000,IDM,Mainline
0.200000,-1071.795907,,24.925386,25.000000,-0.238960,-0.238960,0.096125,1.998000,IDM,Mainline
0.300000,-1069.304517,,24.902411,25.000000,-0.229749,-0.229749,0.092110,2.664000,IDM,Mainline
0.400000,-1066.815381,,24.880319,25.000000,-0.220920,-0.220920,0.088288,3.330000,IDM,Mainline
0.500000,-1064.328411,,24.859073,25.000000,-0.212456,-0.212456,0.084646,3.996000,IDM,Mainline
0.600000,-1061.843526,,24.838640,25.000000,-0.204338,-0.204338,0.081176,4.662000,IDM,Mainline
0.700000,-1059.360644,,24.818985,25.000000,-0.196552,-0.196552,0.077866,5.328000,IDM,Mainline
0.800000,-1056.879691,,24.800076,25.000000,-0.189081,-0.189081,0.074710,5.994000,IDM,Mainline
0.900000,-1054.400593,,24.781885,25.000000,-0.181911,-0.181911,0.071697,6.660000,IDM,Mainline
1.000000,-1051.923280,,24.764382,25.000000,-0.175029,-0.175029,0.068821,7.326000,IDM,Mainline
1.100000,-1049.447684,,24.747540,25.000000,-0.168421,-0.168421,0.066074,7.992000,IDM,Mainline
1.200000,-1046.973740,,24.731333,25.000000,-0.162076,-0.162076,0.063450,8.658000,IDM,Mainline
1.300000,-1044.501387,,24.715735,25.000000,-0.155982,-0.155982,0.060942,9.324000,IDM,Mainline
1.400000,-1042.030564,,24.700722,25.000000,-0.150128,-0.150128,0.058544,9.990000,IDM,Mainline
1.500000,-1039.561214,,24.686271,25.000000,-0.144503,-0.144503,0.056250,10.656000,IDM,Mainline
1.600000,-1037.093283,,24.672362,25.000000,-0.139097,-0.139097,0.054056,11.322000,IDM,Mainline
1.700000,-1034.626716,,24.658972,25.000000,-0.133902,-0.133902,0.051956,11.988000,IDM,Mainline
1.800000,-1032.161463,,24.646081,25.000000,-0.128907,-0.128907,0.049946,12.654000,IDM,Mainline
1.900000,-1029.697476,,24.633670,25.000000,-0.124105,-0.124105,0.048021,13.320000,IDM,Mainline
2.000000,-1027.234706,,24.621722,25.000000,-0.119487,-0.119487,0.046177,13.986000,IDM,Mainline
2.100000,-1024.773109,,24.610217,25.000000,-0.115046,-0.115046,0.044411,14.652000,IDM,Mainline
2.200000,-1022.312641,,24.599140,25.000000,-0.110774,-0.110774,0.042718,15.318000,IDM,Mainline
2.300000,-1019.853261,,24.588473,25.000000,-0.106665,-0.106665,0.041095,15.984000,IDM,Mainline
2.400000,-1017.394927,,24.578202,25.000000,-0.102711,-0.102711,0.039539,16.650000,IDM,Mainline
2.500000,-1014.937601,,24.568311,25.000000,-0.098906,-0.098906,0.038047,17.316000,IDM,Mainline
2.600000,-1012.481246,,24.558787,25.000000,-0.095245,-0.095245,0.036616,17.982000,IDM,Mainline
2.700000,-1010.025826,,24.549615,25.000000,-0.091720,-0.091720,0.035242,18.648000,IDM,Mainline
2.800000,-1007.571306,,24.540782,25.000000,-0.088328,-0.088328,0.033924,19.314000,IDM,Mainline
2.900000,-1005.117654,,24.532276,25.000000,-0.085062,-0.085062,0.032659,19.980000,IDM,Mainline
3.000000,-1002.664836,,24.524084,25.000000,-0.081918,-0.081918,0.031445,20.646000,IDM,Mainline
3.100000,-1000.212822,,24.516195,25.000000,-0.078890,-0.078890,0.030278,21.312000,IDM,Mainline
3.200000,-997.761582,,24.508598,25.000000,-0.075974,-0.075974,0.029158,21.978000,IDM,Mainline
3.300000,-995.311088,,24.501281,25.000000,-0.073166,-0.073166,0.028082,22.644000,IDM,Mainline
3.400000,-992.861312,,24.494235,25.000000,-0.070461,-0.070461,0.027048,23.310000,IDM,Mainline
3.500000,-990.412228,,24.487450,25.000000,-0.067855,-0.067855,0.026055,23.976000,IDM,Mainline
3.600000,-987.963810,,24.480915,25.000000,-0.065345,-0.065345,0.025100,24.642000,IDM,Mainline
3.700000,-985.516033,,24.474622,25.000000,-0.062927,-0.062927,0.024183,25.308000,IDM,Mainline
3.800000,-983.068873,,24.468563,25.000000,-0.060597,-0.060597,0.023300,25.974000,IDM,Mainline
3.900000,-980.622309,,24.462728,25.000000,-0.058352,-0.058352,0.022452,26.640000,IDM,Mainline
4.000000,-978.176317,,24.457109,25.000000,-0.056188,-0.056188,0.021636,27.306000,IDM,Mainline
4.100000,-975.730877,,24.451699,25.000000,-0.054103,-0.054103,0.020852,27.972000,IDM,Mainline
4.200000,-973.285967,,24.446489,25.000000,-0.052093,-0.052093,0.020097,28.638000,IDM,Mainline
4.300000,-970.841569,,24.441474,25.000000,-0.050156,-0.050156,0.019371,29.304000,IDM,Mainline
4.400000,-968.397663,,24.436645,25.000000,-0.048289,-0.048289,0.018673,29.970000,IDM,Mainline
4.500000,-965.954231,,24.431996,25.000000,-0.046489,-0.046489,0.018001,30.636000,IDM,Mainline
4.600000,-963.511255,,24.427521,25.000000,-0.044753,-0.044753,0.017354,31.302000,IDM,Mainline
