Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,493.061099,,24.973945,25.000000,-0.260550,-0.260550,-2.605500,0.666000,IDM,Mainline
0.100000,495.557246,,24.948989,25.000000,-0.249564,-0.249564,0.109856,1.332000,IDM,Mainline
0.200000,498.050949,,24.925081,25.000000,-0.239071,-0.239071,0.104931,1.998000,IDM,Mainline
0.300000,500.542312,,24.902177,25.000000,-0.229045,-0.229045,0.100259,2.664000,IDM,Mainline
0.400000,503.031433,,24.880231,25.000000,-0.219463,-0.219463,0.095822,3.330000,IDM,Mainline
0.500000,505.518404,,24.859200,25.000000,-0.210302,-0.210302,0.091608,3.996000,IDM,Mainline
0.600000,508.003316,,24.839046,25.000000,-0.201542,-0.201542,0.087603,4.662000,IDM,Mainline
0.700000,510.486255,,24.819730,25.000000,-0.193163,-0.193163,0.083794,5.328000,IDM,Mainline
0.800000,512.967302,,24.801215,25.000000,-0.185146,-0.185146,0.080171,5.994000,IDM,Mainline
0.900000,515.446537,,24.783468,25.000000,-0.177473,-0.177473,0.076723,6.660000,IDM,Mainline
1.000000,517.924033,,24.766455,25.000000,-0.170129,-0.170129,0.073440,7.326000,IDM,Mainline
1.100000,520.399863,,24.750145,25.000000,-0.163098,-0.163098,0.070313,7.992000,IDM,Mainline
1.200000,522.874095,,24.734509,25.000000,-0.156365,-0.156365,0.067333,8.658000,IDM,Mainline
1.300000,525.346797,,24.719517,25.000000,-0.149915,-0.149915,0.064492,9.324000,IDM,Mainline
1.400000,527.818030,,24.705143,25.000000,-0.143737,-0.143737,0.061783,9.990000,IDM,Mainline
1.500000,530.287855,,24.691362,25.000000,-0.137817,-0.137817,0.059199,10.656000,IDM,Mainline
1.600000,532.756331,,24.678147,25.000000,-0.132144,-0.132144,0.056733,11.322000,IDM,Mainline
1.700000,535.223512,,24.665477,25.000000,-0.126706,-0.126706,0.054379,11.988000,IDM,Mainline
1.800000,537.689452,,24.653327,25.000000,-0.121493,-0.121493,0.052131,12.654000,IDM,Mainline
1.900000,540.154202,,24.641678,25.000000,-0.116495,-0.116495,0.049983,13.320000,IDM,Mainline
2.000000,542.617811,,24.630508,25.000000,-0.111701,-0.111701,0.047932,13.986000,IDM,Mainline
2.100000,545.080327,,24.619797,25.000000,-0.107104,-0.107104,0.045971,14.652000,IDM,Mainline
2.200000,547.541793,,24.609528,25.000000,-0.102695,-0.102695,0.044096,15.318000,IDM,Mainline
2.300000,550.002253,,24.599681,25.000000,-0.098464,-0.098464,0.042304,15.984000,IDM,Mainline
2.400000,552.461750,,24.590241,25.000000,-0.094406,-0.094406,0.040589,16.650000,IDM,Mainline
2.500000,554.920321,,24.581190,25.000000,-0.090511,-0.090511,0.038949,17.316000,IDM,Mainline
2.600000,557.378006,,24.572513,25.000000,-0.086773,-0.086773,0.037379,17.982000,IDM,Mainline
2.700000,559.834842,,24.564194,25.000000,-0.083185,-0.083185,0.035877,18.648000,IDM,Mainline
2.800000,562.290862,,24.556220,25.000000,-0.079741,-0.079741,0.034438,19.314000,IDM,Mainline
2.900000,564.746102,,24.548576,25.000000,-0.076435,-0.076435,0.033061,19.980000,IDM,Mainline
3.000000,567.200593,,24.541250,25.000000,-0.073261,-0.073261,0.031742,20.646000,IDM,Mainline
