Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-793.794925,,24.981469,25.000000,-0.185306,-0.185306,-1.853062,0.666000,IDM,Mainline
0.100000,-791.297672,,24.963594,25.000000,-0.178758,-0.178758,0.065483,1.332000,IDM,Mainline
0.200000,-788.802175,,24.946347,25.000000,-0.172462,-0.172462,0.062958,1.998000,IDM,Mainline
0.300000,-786.308372,,24.929707,25.000000,-0.166408,-0.166408,0.060544,2.664000,IDM,Mainline
0.400000,-783.816205,,24.913648,25.000000,-0.160584,-0.160584,0.058235,3.330000,IDM,Mainline
0.500000,-781.325615,,24.898150,25.000000,-0.154982,-0.154982,0.056025,3.996000,IDM,Mainline
0.600000,-778.836548,,24.883191,25.000000,-0.149591,-0.149591,0.053910,4.662000,IDM,Mainline
0.700000,-776.348950,,24.868751,25.000000,-0.144402,-0.144402,0.051885,5.328000,IDM,Mainline
0.800000,-773.862772,,24.854810,25.000000,-0.139408,-0.139408,0.049945,5.994000,IDM,Mainline
0.900000,-771.377964,,24.841350,25.000000,-0.134599,-0.134599,0.048086,6.660000,IDM,Mainline
1.000000,-768.894479,,24.828353,25.000000,-0.129968,-0.129968,0.046305,7.326000,IDM,Mainline
1.100000,-766.412271,,24.815802,25.000000,-0.125509,-0.125509,0.044597,7.992000,IDM,Mainline
1.200000,-763.931297,,24.803681,25.000000,-0.121213,-0.121213,0.042959,8.658000,IDM,Mainline
1.300000,-761.451515,,24.791974,25.000000,-0.117074,-0.117074,0.041388,9.324000,IDM,Mainline
1.400000,-758.972883,,24.780665,25.000000,-0.113086,-0.113086,0.039881,9.990000,IDM,Mainline
1.500000,-756.495362,,24.769741,25.000000,-0.109242,-0.109242,0.038434,10.656000,IDM,Mainline
1.600000,-754.018916,,24.759187,25.000000,-0.105538,-0.105538,0.037046,11.322000,IDM,Mainline
1.700000,-751.543507,,24.748991,25.000000,-0.101967,-0.101967,0.035712,11.988000,IDM,Mainline
1.800000,-749.069101,,24.739138,25.000000,-0.098523,-0.098523,0.034431,12.654000,IDM,Mainline
1.900000,-746.595663,,24.729618,25.000000,-0.095203,-0.095203,0.033201,13.320000,IDM,Mainline
2.000000,-744.123161,,24.720418,25.000000,-0.092002,-0.092002,0.032018,13.986000,IDM,Mainline
2.100000,-741.651564,,24.711526,25.000000,-0.088913,-0.088913,0.030882,14.652000,IDM,Mainline
2.200000,-739.180841,,24.702933,25.000000,-0.085934,-0.085934,0.029789,15.318000,IDM,Mainline
2.300000,-736.710963,,24.694627,25.000000,-0.083061,-0.083061,0.028739,15.984000,IDM,Mainline
2.400000,-734.241902,,24.686598,25.000000,-0.080288,-0.080288,0.027729,16.650000,IDM,Mainline
2.500000,-731.773630,,24.678837,25.000000,-0.077612,-0.077612,0.026757,17.316000,IDM,Mainline
2.600000,-729.306121,,24.671334,25.000000,-0.075030,-0.075030,0.025822,17.982000,IDM,Mainline
2.700000,-726.839351,,24.664080,25.000000,-0.072537,-0.072537,0.024923,18.648000,IDM,Mainline
2.800000,-724.373293,,24.657067,25.000000,-0.070132,-0.070132,0.024057,19.314000,IDM,Mainline
2.900000,-721.907926,,24.650286,25.000000,-0.067809,-0.067809,0.023224,19.980000,IDM,Mainline
