Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-504.874584,,24.956637,25.000000,-0.433629,-0.433629,-4.336285,0.666000,IDM,Mainline
0.100000,-502.380993,,24.915177,25.000000,-0.414597,-0.414597,0.190318,1.332000,IDM,Mainline
0.200000,-499.891458,,24.875527,25.000000,-0.396500,-0.396500,0.180967,1.998000,IDM,Mainline
0.300000,-497.405802,,24.837599,25.000000,-0.379283,-0.379283,0.172171,2.664000,IDM,Mainline
0.400000,-494.923856,,24.801310,25.000000,-0.362894,-0.362894,0.163889,3.330000,IDM,Mainline
0.500000,-492.445462,,24.766581,25.000000,-0.347286,-0.347286,0.156084,3.996000,IDM,Mainline
0.600000,-489.970466,,24.733340,25.000000,-0.332413,-0.332413,0.148722,4.662000,IDM,Mainline
0.700000,-487.498723,,24.701516,25.000000,-0.318236,-0.318236,0.141772,5.328000,IDM,Mainline
0.800000,-485.030095,,24.671045,25.000000,-0.304716,-0.304716,0.135206,5.994000,IDM,Mainline
0.900000,-482.564449,,24.641863,25.000000,-0.291816,-0.291816,0.128999,6.660000,IDM,Mainline
1.000000,-480.101661,,24.613913,25.000000,-0.279503,-0.279503,0.123125,7.326000,IDM,Mainline
1.100000,-477.641608,,24.587138,25.000000,-0.267747,-0.267747,0.117564,7.992000,IDM,Mainline
1.200000,-475.184177,,24.561486,25.000000,-0.256517,-0.256517,0.112296,8.658000,IDM,Mainline
1.300000,-472.729257,,24.536908,25.000000,-0.245787,-0.245787,0.107301,9.324000,IDM,Mainline
1.400000,-470.276744,,24.513355,25.000000,-0.235531,-0.235531,0.102563,9.990000,IDM,Mainline
1.500000,-467.826537,,24.490782,25.000000,-0.225724,-0.225724,0.098066,10.656000,IDM,Mainline
1.600000,-465.378541,,24.469148,25.000000,-0.216345,-0.216345,0.093795,11.322000,IDM,Mainline
1.700000,-462.932663,,24.448411,25.000000,-0.207371,-0.207371,0.089736,11.988000,IDM,Mainline
1.800000,-460.488816,,24.428532,25.000000,-0.198783,-0.198783,0.085877,12.654000,IDM,Mainline
1.900000,-458.046915,,24.409476,25.000000,-0.190563,-0.190563,0.082207,13.320000,IDM,Mainline
2.000000,-455.606881,,24.391207,25.000000,-0.182691,-0.182691,0.078714,13.986000,IDM,Mainline
2.100000,-453.168636,,24.373692,25.000000,-0.175153,-0.175153,0.075388,14.652000,IDM,Mainline
2.200000,-450.732107,,24.356898,25.000000,-0.167931,-0.167931,0.072220,15.318000,IDM,Mainline
2.300000,-448.297222,,24.340797,25.000000,-0.161011,-0.161011,0.069201,15.984000,IDM,Mainline
2.400000,-445.863914,,24.325360,25.000000,-0.154378,-0.154378,0.066323,16.650000,IDM,Mainline
2.500000,-443.432118,,24.310558,25.000000,-0.148020,-0.148020,0.063578,17.316000,IDM,Mainline
2.600000,-441.001772,,24.296365,25.000000,-0.141925,-0.141925,0.060959,17.982000,IDM,Mainline
2.700000,-438.572816,,24.282757,25.000000,-0.136079,-0.136079,0.058459,18.648000,IDM,Mainline
2.800000,-436.145193,,24.269710,25.000000,-0.130471,-0.130471,0.056073,19.314000,IDM,Mainline
2.900000,-433.718847,,24.257201,25.000000,-0.125092,-0.125092,0.053793,19.980000,IDM,Mainline
3.000000,-431.293727,,24.245208,25.000000,-0.119931,-0.119931,0.051615,20.646000,IDM,Mainline
3.100000,-428.869781,,24.233710,25.000000,-0.114977,-0.114977,0.049533,21.312000,IDM,Mainline
3.200000,-426.446961,,24.222688,25.000000,-0.110223,-0.110223,0.047543,21.978000,IDM,Mainline
3.300000,-424.025220,,24.212122,25.000000,-0.105659,-0.105659,0.045640,22.644000,IDM,Mainline
3.400000,-421.604515,,24.201994,25.000000,-0.101277,-0.101277,0.043820,23.310000,IDM,Mainline
3.500000,-419.184800,,24.192287,25.000000,-0.097069,-0.097069,0.042078,23.976000,IDM,Mainline
3.600000,-416.766037,,24.182985,25.000000,-0.093028,-0.093028,0.040410,24.642000,IDM,Mainline
3.700000,-414.348184,,24.174070,25.000000,-0.089147,-0.089147,0.038814,25.308000,IDM,Mainline
3.800000,-411.931204,,24.165528,25.000000,-0.085418,-0.085418,0.037286,25.974000,IDM,Mainline
3.900000,-409.515061,,24.157344,25.000000,-0.081836,-0.081836,0.035821,26.640000,IDM,Mainline
4.000000,-407.099718,,24.149505,25.000000,-0.078394,-0.078394,0.034419,27.306000,IDM,Mainline
4.100000,-404.685143,,24.141996,25.000000,-0.075087,-0.075087,0.033075,27.972000,IDM,Mainline
4.200000,-402.271303,,24.134806,25.000000,-0.071908,-0.071908,0.031786,28.638000,IDM,Mainline
4.300000,-399.858167,,24.127920,25.000000,-0.068853,-0.068853,0.030551,29.304000,IDM,Mainline
4.400000,-397.445704,,24.121329,25.000000,-0.065916,-0.065916,0.029367,29.970000,IDM,Mainline
4.500000,-395.033887,,24.115019,25.000000,-0.063093,-0.063093,0.028232,30.636000,IDM,Mainline
4.600000,-392.622687,,24.108982,25.000000,-0.060379,-0.060379,0.027142,31.302000,IDM,Mainline
4.700000,-390.212077,,24.103205,25.000000,-0.057769,-0.057769,0.026097,31.968000,IDM,Mainline
4.800000,-387.802033,,24.097679,25.000000,-0.055260,-0.055260,0.025094,32.634000,IDM,Mainline
4.900000,-385.392530,,24.092394,25.000000,-0.052846,-0.052846,0.024132,33.300000,IDM,Mainline
5.000000,-382.983543,,24.087342,25.000000,-0.050526,-0.050526,0.023208,33.966000,IDM,Mainline
5.100000,-380.575050,,24.082512,25.000000,-0.048293,-0.048293,0.022321,34.632000,IDM,Mainline
5.200000,-378.167030,,24.077898,25.000000,-0.046146,-0.046146,0.021470,35.298000,IDM,Mainline
5.300000,-375.759460,,24.073489,25.000000,-0.044081,-0.044081,0.020652,35.964000,IDM,Mainline
5.400000,-373.352322,,24.069280,25.000000,-0.042095,-0.042095,0.019866,36.630000,IDM,Mainline
5.500000,-370.945595,,24.065262,25.000000,-0.040183,-0.040183,0.019112,37.296000,IDM,Mainline
5.600000,-368.539260,,24.061427,25.000000,-0.038345,-0.038345,0.018387,37.962000,IDM,Mainline
5.700000,-366.133301,,24.057770,25.000000,-0.036576,-0.036576,0.017691,38.628000,IDM,Mainline
5.800000,-363.727698,,24.054282,25.000000,-0.034874,-0.034874,0.017022,39.294000,IDM,Mainline
5.900000,-361.322436,,24.050959,25.000000,-0.033236,-0.033236,0.016378,39.960000,IDM,Mainline
6.000000,-358.917498,,24.047793,25.000000,-0.031660,-0.031660,0.015760,40.626000,IDM,Mainline
6.100000,-356.512870,,24.044778,25.000000,-0.030143,-0.030143,0.015166,41.292000,IDM,Mainline
6.200000,-354.108535,,24.041910,25.000000,-0.028684,-0.028684,0.014595,41.958000,IDM,Mainline
6.300000,-351.704481,,24.039182,25.000000,-0.027279,-0.027279,0.014046,42.624000,IDM,Mainline
6.400000,-349.300692,,24.036589,25.000000,-0.025927,-0.025927,0.013517,43.290000,IDM,Mainline
6.500000,-346.897156,,24.034127,25.000000,-0.024626,-0.024626,0.013009,43.956000,IDM,Mainline
6.600000,-344.493861,,24.031789,25.000000,-0.023374,-0.023374,0.012521,44.622000,IDM,Mainline
6.700000,-342.090792,,24.029572,25.000000,-0.022169,-0.022169,0.012051,45.288000,IDM,Mainline
6.800000,-339.687940,,24.027471,25.000000,-0.021009,-0.021009,0.011599,45.954000,IDM,Mainline
6.900000,-337.285293,,24.025482,25.000000,-0.019893,-0.019893,0.011164,46.620000,IDM,Mainline
7.000000,-334.882838,,24.023600,25.000000,-0.018818,-0.018818,0.010746,47.286000,IDM,Mainline
7.100000,-332.480567,,24.021822,25.000000,-0.017784,-0.017784,0.010344,47.952000,IDM,Mainline
7.200000,-330.078469,,24.020143,25.000000,-0.016788,-0.016788,0.009956,48.618000,IDM,Mainline
7.300000,-327.676534,,24.018560,25.000000,-0.015830,-0.015830,0.009584,49.284000,IDM,Mainline
7.400000,-325.274752,,24.017069,25.000000,-0.014907,-0.014907,0.009225,51.241000,IDM,Mainline
7.500000,-322.873116,,24.015668,25.000000,-0.014019,-0.014019,0.008880,55.772334,IDM,Mainline
7.600000,-320.471615,,24.014351,25.000000,-0.013164,-0.013164,0.008548,62.781531,IDM,Mainline
7.700000,-318.070241,,24.013117,25.000000,-0.012342,-0.012342,0.008228,72.175761,IDM,Mainline
7.800000,-315.668987,,24.011962,25.000000,-0.011550,-0.011550,0.007920,83.865693,IDM,Mainline
7.900000,-313.267845,,24.010883,25.000000,-0.010787,-0.010787,0.007624,97.765351,IDM,Mainline
8.000000,-310.866807,,24.009878,25.000000,-0.010053,-0.010053,0.007338,113.791989,IDM,Mainline
8.100000,-308.465866,,24.008943,25.000000,-0.009347,-0.009347,0.007064,131.865959,IDM,Mainline
8.200000,-306.065015,,24.008076,25.000000,-0.008667,-0.008667,0.006799,151.910590,IDM,Mainline
8.300000,-303.664247,,24.007275,25.000000,-0.008013,-0.008013,0.006544,173.852076,IDM,Mainline
8.400000,-301.263557,,24.006537,25.000000,-0.007383,-0.007383,0.006299,197.619361,IDM,Mainline
8.500000,-298.862937,,24.005859,25.000000,-0.006777,-0.006777,0.006063,223.144032,IDM,Mainline
8.600000,-296.462382,,24.005240,25.000000,-0.006193,-0.006193,0.005835,250.360220,IDM,Mainline
8.700000,-294.061886,,24.004677,25.000000,-0.005631,-0.005631,0.005616,279.204499,IDM,Mainline
8.800000,-291.661444,,24.004168,25.000000,-0.005091,-0.005091,0.005405,309.615793,IDM,Mainline
8.900000,-289.261050,,24.003711,25.000000,-0.004571,-0.004571,0.005202,341.535285,IDM,Mainline
9.000000,-286.860699,,24.003304,25.000000,-0.004070,-0.004070,0.005006,374.906332,IDM,Mainline
9.100000,-284.460387,,24.002945,25.000000,-0.003588,-0.003588,0.004818,409.674381,IDM,Mainline
9.200000,-282.060108,,24.002632,25.000000,-0.003125,-0.003125,0.004636,445.786891,IDM,Mainline
9.300000,-279.659858,,24.002365,25.000000,-0.002678,-0.002678,0.004461,483.193252,IDM,Mainline
9.400000,-277.259633,,24.002140,25.000000,-0.002249,-0.002249,0.004293,521.844718,IDM,Mainline
9.500000,-274.859428,,24.001956,25.000000,-0.001836,-0.001836,0.004130,561.694330,IDM,Mainline
9.600000,-272.459240,,24.001812,25.000000,-0.001439,-0.001439,0.003974,602.696855,IDM,Mainline
9.700000,-270.059064,,24.001706,25.000000,-0.001056,-0.001056,0.003823,644.808716,IDM,Mainline
9.800000,-267.658897,,24.001638,25.000000,-0.000689,-0.000689,0.003678,687.987931,IDM,Mainline
9.900000,-265.258735,,24.001604,25.000000,-0.000335,-0.000335,0.003538,732.194055,IDM,Mainline
10.000000,-262.858574,,24.001605,25.000000,0.000005,0.000005,0.003403,777.388120,IDM,Mainline
10.100000,-260.458412,,24.001638,25.000000,0.000333,0.000333,0.003273,823.532734,IDM,Mainline
10.200000,-258.058245,,24.001703,25.000000,0.000647,0.000647,0.003148,870.591994,IDM,Mainline
10.300000,-255.658070,,24.001798,25.000000,0.000950,0.000950,0.003027,918.531288,IDM,Mainline
10.400000,-253.257884,,24.001922,25.000000,0.001241,0.001241,0.002911,967.317240,IDM,Mainline
10.500000,-250.857684,,24.002074,25.000000,0.001521,0.001521,0.002799,1016.917673,IDM,Mainline
10.600000,-248.457468,,24.002253,25.000000,0.001790,0.001790,0.002691,1067.301561,IDM,Mainline
10.700000,-246.057232,,24.002458,25.000000,0.002049,0.002049,0.002587,1118.438990,IDM,Mainline
10.800000,-243.656975,,24.002688,25.000000,0.002297,0.002297,0.002486,1170.301116,IDM,Mainline
10.900000,-241.256694,,24.002941,25.000000,0.002536,0.002536,0.002390,1222.860131,IDM,Mainline
11.000000,-238.856386,,24.003218,25.000000,0.002766,0.002766,0.002296,1276.089220,IDM,Mainline
11.100000,-236.456049,,24.003516,25.000000,0.002987,0.002987,0.002207,1329.962528,IDM,Mainline
11.200000,-234.055681,,24.003836,25.000000,0.003199,0.003199,0.002120,1384.455126,IDM,Mainline
11.300000,-231.655281,,24.004177,25.000000,0.003402,0.003402,0.002037,1439.542979,IDM,Mainline
11.400000,-229.254845,,24.004536,25.000000,0.003598,0.003598,0.001956,1495.202911,IDM,Mainline
11.500000,-226.854372,,24.004915,25.000000,0.003786,0.003786,0.001879,1551.412574,IDM,Mainline
11.600000,-224.453861,,24.005312,25.000000,0.003966,0.003966,0.001804,1608.150421,IDM,Mainline
11.700000,-222.053309,,24.005726,25.000000,0.004140,0.004140,0.001732,1665.395678,IDM,Mainline
11.800000,-219.652715,,24.006156,25.000000,0.004306,0.004306,0.001663,1723.128311,IDM,Mainline
11.900000,-217.252077,,24.006603,25.000000,0.004465,0.004465,0.001596,1781.329007,IDM,Mainline
12.000000,-214.851394,,24.007065,25.000000,0.004619,0.004619,0.001531,1839.979139,IDM,Mainline
12.100000,-212.450664,,24.007541,25.000000,0.004765,0.004765,0.001469,1899.060752,IDM,Mainline
12.200000,-210.049885,,24.008032,25.000000,0.004906,0.004906,0.001409,1958.556530,IDM,Mainline
12.300000,-207.649057,,24.008536,25.000000,0.005042,0.005042,0.001352,2018.449778,IDM,Mainline
12.400000,-205.248177,,24.009053,25.000000,0.005171,0.005171,0.001296,2078.724400,IDM,Mainline
12.500000,-202.847245,,24.009583,25.000000,0.005295,0.005295,0.001242,2139.364873,IDM,Mainline
12.600000,-200.446260,,24.010124,25.000000,0.005414,0.005414,0.001191,2200.356233,IDM,Mainline
12.700000,-198.045220,,24.010677,25.000000,0.005529,0.005529,0.001141,2261.684051,IDM,Mainline
12.800000,-195.644124,,24.011241,25.000000,0.005638,0.005638,0.001093,2323.334413,IDM,Mainline
12.900000,-193.242971,,24.011815,25.000000,0.005742,0.005742,0.001046,2385.293906,IDM,Mainline
13.000000,-190.841761,,24.012399,25.000000,0.005843,0.005843,0.001002,2447.549596,IDM,Mainline
13.100000,-188.440491,,24.012993,25.000000,0.005938,0.005938,0.000959,2510.089013,IDM,Mainline
13.200000,-186.039162,,24.013596,25.000000,0.006030,0.006030,0.000917,2572.900135,IDM,Mainline
13.300000,-183.637771,,24.014208,25.000000,0.006118,0.006118,0.000877,2635.971368,IDM,Mainline
13.400000,-181.236320,,24.014828,25.000000,0.006202,0.006202,0.000839,2699.291537,IDM,Mainline
13.500000,-178.834805,,24.015456,25.000000,0.006282,0.006282,0.000801,2762.849867,IDM,Mainline
