Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-279.845830,,24.990953,25.000000,-0.090470,-0.090470,-0.904702,0.666000,IDM,Mainline
0.100000,-277.347172,,24.982200,25.000000,-0.087530,-0.087530,0.029404,1.332000,IDM,Mainline
0.200000,-274.849375,,24.973731,25.000000,-0.084689,-0.084689,0.028408,1.998000,IDM,Mainline
0.300000,-272.352412,,24.965537,25.000000,-0.081944,-0.081944,0.027448,2.664000,IDM,Mainline
0.400000,-269.856255,,24.957607,25.000000,-0.079292,-0.079292,0.026523,3.330000,IDM,Mainline
0.500000,-267.360878,,24.949935,25.000000,-0.076729,-0.076729,0.025631,3.996000,IDM,Mainline
0.600000,-264.866255,,24.942509,25.000000,-0.074252,-0.074252,0.024771,4.662000,IDM,Mainline
0.700000,-262.372364,,24.935324,25.000000,-0.071858,-0.071858,0.023941,5.328000,IDM,Mainline
0.800000,-259.879179,,24.928369,25.000000,-0.069543,-0.069543,0.023141,5.994000,IDM,Mainline
0.900000,-257.386679,,24.921639,25.000000,-0.067307,-0.067307,0.022369,6.660000,IDM,Mainline
1.000000,-254.894841,,24.915124,25.000000,-0.065144,-0.065144,0.021624,7.326000,IDM,Mainline
1.100000,-252.403643,,24.908819,25.000000,-0.063054,-0.063054,0.020905,7.992000,IDM,Mainline
1.200000,-249.913067,,24.902716,25.000000,-0.061032,-0.061032,0.020211,8.658000,IDM,Mainline
1.300000,-247.423091,,24.896808,25.000000,-0.059078,-0.059078,0.019542,9.324000,IDM,Mainline
1.400000,-244.933696,,24.891089,25.000000,-0.057189,-0.057189,0.018896,9.990000,IDM,Mainline
1.500000,-242.444864,,24.885553,25.000000,-0.055362,-0.055362,0.018272,10.656000,IDM,Mainline
1.600000,-239.956576,,24.880193,25.000000,-0.053595,-0.053595,0.017670,11.322000,IDM,Mainline
1.700000,-237.468816,,24.875005,25.000000,-0.051886,-0.051886,0.017088,11.988000,IDM,Mainline
1.800000,-234.981567,,24.869982,25.000000,-0.050233,-0.050233,0.016527,12.654000,IDM,Mainline
1.900000,-232.494812,,24.865118,25.000000,-0.048635,-0.048635,0.015984,13.320000,IDM,Mainline
2.000000,-230.008536,,24.860409,25.000000,-0.047089,-0.047089,0.015461,13.986000,IDM,Mainline
2.100000,-227.522723,,24.855850,25.000000,-0.045593,-0.045593,0.014955,14.652000,IDM,Mainline
2.200000,-225.037359,,24.851435,25.000000,-0.044146,-0.044146,0.014466,15.318000,IDM,Mainline
2.300000,-222.552429,,24.847161,25.000000,-0.042747,-0.042747,0.013994,15.984000,IDM,Mainline
2.400000,-220.067920,,24.843021,25.000000,-0.041393,-0.041393,0.013538,16.650000,IDM,Mainline
2.500000,-217.583818,,24.839013,25.000000,-0.040083,-0.040083,0.013098,17.316000,IDM,Mainline
2.600000,-215.100111,,24.835131,25.000000,-0.038816,-0.038816,0.012672,17.982000,IDM,Mainline
2.700000,-212.616786,,24.831372,25.000000,-0.037590,-0.037590,0.012260,18.648000,IDM,Mainline
2.800000,-210.133830,,24.827732,25.000000,-0.036404,-0.036404,0.011863,19.314000,IDM,Mainline
2.900000,-207.651233,,24.824206,25.000000,-0.035256,-0.035256,0.011479,19.980000,IDM,Mainline
3.000000,-205.168984,,24.820792,25.000000,-0.034145,-0.034145,0.011107,20.646000,IDM,Mainline
3.100000,-202.687070,,24.817485,25.000000,-0.033070,-0.033070,0.010748,21.312000,IDM,Mainline
3.200000,-200.205481,,24.814282,25.000000,-0.032030,-0.032030,0.010401,21.978000,IDM,Mainline
3.300000,-197.724208,,24.811179,25.000000,-0.031024,-0.031024,0.010066,22.644000,IDM,Mainline
3.400000,-195.243241,,24.808174,25.000000,-0.030050,-0.030050,0.009741,23.310000,IDM,Mainline
3.500000,-192.762569,,24.805264,25.000000,-0.029107,-0.029107,0.009428,23.976000,IDM,Mainline
3.600000,-190.282183,,24.802444,25.000000,-0.028194,-0.028194,0.009125,24.642000,IDM,Mainline
3.700000,-187.802075,,24.799713,25.000000,-0.027311,-0.027311,0.008831,25.308000,IDM,Mainline
3.800000,-185.322236,,24.797067,25.000000,-0.026456,-0.026456,0.008548,25.974000,IDM,Mainline
3.900000,-182.842658,,24.794505,25.000000,-0.025629,-0.025629,0.008274,26.640000,IDM,Mainline
4.000000,-180.363332,,24.792022,25.000000,-0.024828,-0.024828,0.008009,27.306000,IDM,Mainline
4.100000,-177.884250,,24.789616,25.000000,-0.024053,-0.024053,0.007752,27.972000,IDM,Mainline
4.200000,-175.405404,,24.787286,25.000000,-0.023303,-0.023303,0.007504,28.638000,IDM,Mainline
4.300000,-172.926789,,24.785029,25.000000,-0.022576,-0.022576,0.007264,29.304000,IDM,Mainline
4.400000,-170.448395,,24.782841,25.000000,-0.021873,-0.021873,0.007032,29.970000,IDM,Mainline
4.500000,-167.970217,,24.780722,25.000000,-0.021192,-0.021192,0.006808,30.636000,IDM,Mainline
4.600000,-165.492248,,24.778669,25.000000,-0.020533,-0.020533,0.006591,31.302000,IDM,Mainline
