Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-1246.173649,,24.989124,25.000000,-0.108757,-0.108757,-1.087567,0.666000,IDM,Mainline
0.100000,-1243.675265,,24.978554,25.000000,-0.105706,-0.105706,0.030509,1.332000,IDM,Mainline
0.200000,-1241.177923,,24.968280,25.000000,-0.102738,-0.102738,0.029683,1.998000,IDM,Mainline
0.300000,-1238.681594,,24.958295,25.000000,-0.099850,-0.099850,0.028877,2.664000,IDM,Mainline
0.400000,-1236.186250,,24.948591,25.000000,-0.097041,-0.097041,0.028091,3.330000,IDM,Mainline
0.500000,-1233.691863,,24.939160,25.000000,-0.094308,-0.094308,0.027325,3.996000,IDM,Mainline
0.600000,-1231.198405,,24.929995,25.000000,-0.091650,-0.091650,0.026578,4.662000,IDM,Mainline
0.700000,-1228.705851,,24.921089,25.000000,-0.089065,-0.089065,0.025850,5.328000,IDM,Mainline
0.800000,-1226.214174,,24.912433,25.000000,-0.086551,-0.086551,0.025141,5.994000,IDM,Mainline
0.900000,-1223.723352,,24.904023,25.000000,-0.084106,-0.084106,0.024450,6.660000,IDM,Mainline
1.000000,-1221.233358,,24.895850,25.000000,-0.081729,-0.081729,0.023776,7.326000,IDM,Mainline
1.100000,-1218.744170,,24.887908,25.000000,-0.079417,-0.079417,0.023120,7.992000,IDM,Mainline
1.200000,-1216.255765,,24.880191,25.000000,-0.077169,-0.077169,0.022481,8.658000,IDM,Mainline
1.300000,-1213.768121,,24.872693,25.000000,-0.074983,-0.074983,0.021859,9.324000,IDM,Mainline
1.400000,-1211.281216,,24.865407,25.000000,-0.072857,-0.072857,0.021253,9.990000,IDM,Mainline
1.500000,-1208.795029,,24.858328,25.000000,-0.070791,-0.070791,0.020662,10.656000,IDM,Mainline
1.600000,-1206.309540,,24.851450,25.000000,-0.068782,-0.068782,0.020088,11.322000,IDM,Mainline
1.700000,-1203.824729,,24.844767,25.000000,-0.066830,-0.066830,0.019528,11.988000,IDM,Mainline
1.800000,-1201.340577,,24.838274,25.000000,-0.064931,-0.064931,0.018983,12.654000,IDM,Mainline
1.900000,-1198.857065,,24.831965,25.000000,-0.063086,-0.063086,0.018453,13.320000,IDM,Mainline
2.000000,-1196.374175,,24.825836,25.000000,-0.061292,-0.061292,0.017936,13.986000,IDM,Mainline
2.100000,-1193.891889,,24.819881,25.000000,-0.059549,-0.059549,0.017434,14.652000,IDM,Mainline
2.200000,-1191.410191,,24.814096,25.000000,-0.057854,-0.057854,0.016945,15.318000,IDM,Mainline
2.300000,-1188.929062,,24.808475,25.000000,-0.056208,-0.056208,0.016469,15.984000,IDM,Mainline
2.400000,-1186.448488,,24.803014,25.000000,-0.054607,-0.054607,0.016006,16.650000,IDM,Mainline
2.500000,-1183.968451,,24.797709,25.000000,-0.053052,-0.053052,0.015555,17.316000,IDM,Mainline
2.600000,-1181.488938,,24.792555,25.000000,-0.051540,-0.051540,0.015116,17.982000,IDM,Mainline
2.700000,-1179.009933,,24.787548,25.000000,-0.050071,-0.050071,0.014690,18.648000,IDM,Mainline
2.800000,-1176.531421,,24.782684,25.000000,-0.048643,-0.048643,0.014274,19.314000,IDM,Mainline
2.900000,-1174.053389,,24.777958,25.000000,-0.047256,-0.047256,0.013870,19.980000,IDM,Mainline
3.000000,-1171.575823,,24.773367,25.000000,-0.045909,-0.045909,0.013478,20.646000,IDM,Mainline
