Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Fuel Consumption,Controller,Lane ID
0.000000,-1501.570209,,24.976854,25.000000,-0.231462,-0.231462,-2.314616,0.666000,IDM,Mainline
0.100000,-1499.073640,,24.954540,25.000000,-0.223141,-0.223141,0.083206,1.332000,IDM,Mainline
0.200000,-1496.579261,,24.933026,25.000000,-0.215140,-0.215140,0.080009,1.998000,IDM,Mainline
0.300000,-1494.086996,,24.912281,25.000000,-0.207445,-0.207445,0.076950,2.664000,IDM,Mainline
0.400000,-1491.596768,,24.892277,25.000000,-0.200043,-0.200043,0.074023,3.330000,IDM,Mainline
0.500000,-1489.108505,,24.872985,25.000000,-0.192921,-0.192921,0.071221,3.996000,IDM,Mainline
0.600000,-1486.622137,,24.854378,25.000000,-0.186067,-0.186067,0.068537,4.662000,IDM,Mainline
0.700000,-1484.137596,,24.836431,25.000000,-0.179470,-0.179470,0.065966,5.328000,IDM,Mainline
0.800000,-1481.654819,,24.819119,25.000000,-0.173120,-0.173120,0.063502,5.994000,IDM,Mainline
0.900000,-1479.173742,,24.802419,25.000000,-0.167006,-0.167006,0.061140,6.660000,IDM,Mainline
1.000000,-1476.694306,,24.786307,25.000000,-0.161119,-0.161119,0.058875,7.326000,IDM,Mainline
1.100000,-1474.216452,,24.770762,25.000000,-0.155448,-0.155448,0.056703,7.992000,IDM,Mainline
1.200000,-1471.740126,,24.755763,25.000000,-0.149986,-0.149986,0.054619,8.658000,IDM,Mainline
1.300000,-1469.265273,,24.741291,25.000000,-0.144725,-0.144725,0.052618,9.324000,IDM,Mainline
1.400000,-1466.791843,,24.727325,25.000000,-0.139655,-0.139655,0.050698,9.990000,IDM,Mainline
1.500000,-1464.319784,,24.713848,25.000000,-0.134769,-0.134769,0.048855,10.656000,IDM,Mainline
1.600000,-1461.849049,,24.700842,25.000000,-0.130061,-0.130061,0.047084,11.322000,IDM,Mainline
1.700000,-1459.379593,,24.688290,25.000000,-0.125523,-0.125523,0.045383,11.988000,IDM,Mainline
1.800000,-1456.911370,,24.676175,25.000000,-0.121148,-0.121148,0.043749,12.654000,IDM,Mainline
1.900000,-1454.444337,,24.664482,25.000000,-0.116930,-0.116930,0.042178,13.320000,IDM,Mainline
2.000000,-1451.978453,,24.653196,25.000000,-0.112863,-0.112863,0.040668,13.986000,IDM,Mainline
2.100000,-1449.513678,,24.642302,25.000000,-0.108942,-0.108942,0.039216,14.652000,IDM,Mainline
2.200000,-1447.049974,,24.631786,25.000000,-0.105160,-0.105160,0.037820,15.318000,IDM,Mainline
2.300000,-1444.587303,,24.621634,25.000000,-0.101512,-0.101512,0.036477,15.984000,IDM,Mainline
2.400000,-1442.125629,,24.611835,25.000000,-0.097993,-0.097993,0.035185,16.650000,IDM,Mainline
2.500000,-1439.664919,,24.602375,25.000000,-0.094599,-0.094599,0.033942,17.316000,IDM,Mainline
2.600000,-1437.205138,,24.593243,25.000000,-0.091325,-0.091325,0.032746,17.982000,IDM,Mainline
2.700000,-1434.746254,,24.584426,25.000000,-0.088165,-0.088165,0.031595,18.648000,IDM,Mainline
2.800000,-1432.288237,,24.575915,25.000000,-0.085116,-0.085116,0.030487,19.314000,IDM,Mainline
2.900000,-1429.831057,,24.567697,25.000000,-0.082174,-0.082174,0.029419,19.980000,IDM,Mainline
3.000000,-1427.374683,,24.559764,25.000000,-0.079335,-0.079335,0.028392,20.646000,IDM,Mainline
3.100000,-1424.919090,,24.552104,25.000000,-0.076595,-0.076595,0.027402,21.312000,IDM,Mainline
3.200000,-1422.464249,,24.544709,25.000000,-0.073950,-0.073950,0.026449,21.978000,IDM,Mainline
3.300000,-1420.010136,,24.537569,25.000000,-0.071397,-0.071397,0.025531,22.644000,IDM,Mainline
