Time,Position,Target_Position,Velocity,Reference_Velocity,Acceleration,Input_Acceleration,Jerk,Fuel_Consumption,Controller,Lane_ID
18.000000,229.100896,,13.659465,20.000000,-1.290732,-1.290732,-0.227004,17.557454,MOBIL,On-ramp
18.100000,230.460276,,13.528138,20.000000,-1.313273,-1.313273,-0.225413,17.624054,MOBIL,On-ramp
18.200000,231.806412,,13.394577,20.000000,-1.335611,-1.335611,-0.223377,17.690654,MOBIL,On-ramp
18.300000,233.139081,,13.258807,20.000000,-1.357699,-1.357699,-0.220881,17.757254,MOBIL,On-ramp
18.400000,234.458064,,13.120858,20.000000,-1.379490,-1.379490,-0.217909,17.823854,MOBIL,On-ramp
18.500000,235.763145,,12.980764,20.000000,-1.400935,-1.400935,-0.214450,17.890454,MOBIL,On-ramp
18.600000,237.054112,,12.838566,20.000000,-1.421984,-1.421984,-0.210494,17.957054,MOBIL,On-ramp
18.700000,238.330755,,12.694307,20.000000,-1.442587,-1.442587,-0.206031,18.023654,MOBIL,On-ramp
18.800000,239.598351,,12.657610,25.000000,-0.366972,-0.366972,10.756153,18.090254,MOBIL,Mainline
18.900000,240.867684,,12.729048,25.000000,0.714384,0.714384,10.813556,18.336785,MOBIL,Mainline
19.000000,242.145869,,12.834637,25.000000,1.055887,1.055887,3.415031,18.683001,MOBIL,Mainline
19.100000,243.435812,,12.964241,25.000000,1.296040,1.296040,2.401533,19.112437,MOBIL,Mainline
19.200000,244.739572,,13.110956,25.000000,1.467148,1.467148,1.711084,19.609418,MOBIL,Mainline
19.300000,246.058614,,13.269880,25.000000,1.589245,1.589245,1.220966,20.160362,MOBIL,Mainline
19.400000,247.393979,,13.437421,25.000000,1.675407,1.675407,0.861617,20.753838,MOBIL,Mainline
19.500000,248.746394,,13.610875,25.000000,1.734534,1.734534,0.591276,21.380309,MOBIL,Mainline
19.600000,250.116346,,13.788165,25.000000,1.772902,1.772902,0.383677,22.031820,MOBIL,Mainline
19.700000,251.504138,,13.967672,25.000000,1.795067,1.795067,0.221646,22.701719,MOBIL,Mainline
19.800000,252.909927,,14.148114,25.000000,1.804424,1.804424,0.093576,23.384430,MOBIL,Mainline
19.900000,254.333756,,14.328470,25.000000,1.803564,1.803564,-0.008603,24.075262,MOBIL,Mainline
20.000000,255.775576,,14.507920,25.000000,1.794499,1.794499,-0.090651,24.770271,MOBIL,Mainline
20.100000,257.235262,,14.685802,25.000000,1.778822,1.778822,-0.156770,25.466136,MOBIL,Mainline
20.200000,258.712631,,14.861584,25.000000,1.757813,1.757813,-0.210094,26.160070,MOBIL,Mainline
20.300000,260.207452,,15.034835,25.000000,1.732512,1.732512,-0.253004,26.849740,MOBIL,Mainline
20.400000,261.719455,,15.205213,25.000000,1.703778,1.703778,-0.287342,27.533208,MOBIL,Mainline
20.500000,263.248337,,15.372445,25.000000,1.672322,1.672322,-0.314558,28.208873,MOBIL,Mainline
