Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-758.349,,20,20,0,0,0,,Mainline
0.1,-756.349,,20,20,0,0,0,,Mainline
0.2,-754.349,,20,20,0,0,0,,Mainline
0.3,-752.349,,20,20,0,0,0,,Mainline
0.4,-750.349,,20,20,0,0,0,,Mainline
0.5,-748.349,,20,20,0,0,0,,Mainline
0.6,-746.349,,20,20,0,0,0,,Mainline
0.7,-744.349,,20,20,0,0,0,,Mainline
0.8,-742.349,,20,20,0,0,0,,Mainline
0.9,-740.349,,20,20,0,0,0,,Mainline
1,-738.349,,20,20,0,0,0,,Mainline
1.1,-736.349,,20,20,0,0,0,,Mainline
1.2,-734.349,,20,20,0,0,0,,Mainline
1.3,-732.349,,20,20,0,0,0,,Mainline
1.4,-730.349,,20,20,0,0,0,,Mainline
1.5,-728.349,,20,20,0,0,0,,Mainline
1.6,-726.349,,20,20,0,0,0,,Mainline
1.7,-724.349,,20,20,0,0,0,,Mainline
1.8,-722.349,,20,20,0,0,0,,Mainline
1.9,-720.349,,20,20,0,0,0,,Mainline
2,-718.349,,20,20,0,0,0,,Mainline
2.1,-716.349,,20,20,0,0,0,,Mainline
2.2,-714.349,,20,20,0,0,0,,Mainline
2.3,-712.349,,20,20,0,0,0,,Mainline
2.4,-710.349,,20,20,0,0,0,,Mainline
2.5,-708.349,,20,20,0,0,0,,Mainline
2.6,-706.349,,20,20,0,0,0,,Mainline
2.7,-704.349,,20,20,0,0,0,,Mainline
2.8,-702.349,,20,20,0,0,0,,Mainline
2.9,-700.349,,20,20,0,0,0,,Mainline
3,-698.349,,20,20,0,0,0,,Mainline
3.1,-696.349,,20,20,0,0,0,,Mainline
3.2,-694.349,,20,20,0,0,0,,Mainline
3.3,-692.349,,20,20,0,0,0,,Mainline
3.4,-690.349,,20,20,0,0,0,,Mainline
3.5,-688.349,,20,20,0,0,0,,Mainline
3.6,-686.349,,20,20,0,0,0,,Mainline
3.7,-684.349,,20,20,0,0,0,,Mainline
