Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,161.603,,20,20,0,0,0,,Mainline
0.1,163.603,,20,20,0,0,0,,Mainline
0.2,165.603,,20,20,0,0,0,,Mainline
0.3,167.603,,20,20,0,0,0,,Mainline
0.4,169.603,,20,20,0,0,0,,Mainline
0.5,171.603,,20,20,0,0,0,,Mainline
0.6,173.603,,20,20,0,0,0,,Mainline
0.7,175.603,,20,20,0,0,0,,Mainline
0.8,177.603,,20,20,0,0,0,,Mainline
0.9,179.603,,20,20,0,0,0,,Mainline
1,181.603,,20,20,0,0,0,,Mainline
1.1,183.603,,20,20,0,0,0,,Mainline
1.2,185.603,,20,20,0,0,0,,Mainline
1.3,187.603,,20,20,0,0,0,,Mainline
1.4,189.603,,20,20,0,0,0,,Mainline
1.5,191.603,,20,20,0,0,0,,Mainline
1.6,193.603,,20,20,0,0,0,,Mainline
1.7,195.603,,20,20,0,0,0,,Mainline
1.8,197.603,,20,20,0,0,0,,Mainline
1.9,199.603,,20,20,0,0,0,,Mainline
2,201.603,,20,20,0,0,0,,Mainline
2.1,203.603,,20,20,0,0,0,,Mainline
2.2,205.603,,20,20,0,0,0,,Mainline
2.3,207.603,,20,20,0,0,0,,Mainline
2.4,209.603,,20,20,0,0,0,,Mainline
2.5,211.603,,20,20,0,0,0,,Mainline
2.6,213.603,,20,20,0,0,0,,Mainline
2.7,215.603,,20,20,0,0,0,,Mainline
2.8,217.603,,20,20,0,0,0,,Mainline
2.9,219.603,,20,20,0,0,0,,Mainline
3,221.603,,20,20,0,0,0,,Mainline
3.1,223.603,,20,20,0,0,0,,Mainline
3.2,225.603,,20,20,0,0,0,,Mainline
3.3,227.603,,20,20,0,0,0,,Mainline
3.4,229.603,,20,20,0,0,0,,Mainline
3.5,231.603,,20,20,0,0,0,,Mainline
3.6,233.603,,20,20,0,0,0,,Mainline
3.7,235.603,,20,20,0,0,0,,Mainline
3.8,237.603,,20,20,0,0,0,,Mainline
3.9,239.603,,20,20,0,0,0,,Mainline
4,241.603,,20,20,0,0,0,,Mainline
4.1,243.603,,20,20,0,0,0,,Mainline
4.2,245.603,,20,20,0,0,0,,Mainline
4.3,247.603,,20,20,0,0,0,,Mainline
4.4,249.603,,20,20,0,0,0,,Mainline
