Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-524.685,,20,20,0,0,0,,Mainline
0.1,-522.685,,20,20,0,0,0,,Mainline
0.2,-520.685,,20,20,0,0,0,,Mainline
0.3,-518.685,,20,20,0,0,0,,Mainline
0.4,-516.685,,20,20,0,0,0,,Mainline
0.5,-514.685,,20,20,0,0,0,,Mainline
0.6,-512.685,,20,20,0,0,0,,Mainline
0.7,-510.685,,20,20,0,0,0,,Mainline
0.8,-508.685,,20,20,0,0,0,,Mainline
0.9,-506.685,,20,20,0,0,0,,Mainline
1,-504.685,,20,20,0,0,0,,Mainline
1.1,-502.685,,20,20,0,0,0,,Mainline
1.2,-500.685,,20,20,0,0,0,,Mainline
1.3,-498.685,,20,20,0,0,0,,Mainline
1.4,-496.685,,20,20,0,0,0,,Mainline
1.5,-494.685,,20,20,0,0,0,,Mainline
1.6,-492.685,,20,20,0,0,0,,Mainline
1.7,-490.685,,20,20,0,0,0,,Mainline
1.8,-488.685,,20,20,0,0,0,,Mainline
1.9,-486.685,,20,20,0,0,0,,Mainline
2,-484.685,,20,20,0,0,0,,Mainline
2.1,-482.685,,20,20,0,0,0,,Mainline
2.2,-480.685,,20,20,0,0,0,,Mainline
2.3,-478.685,,20,20,0,0,0,,Mainline
2.4,-476.685,,20,20,0,0,0,,Mainline
2.5,-474.685,,20,20,0,0,0,,Mainline
2.6,-472.685,,20,20,0,0,0,,Mainline
2.7,-470.685,,20,20,0,0,0,,Mainline
2.8,-468.685,,20,20,0,0,0,,Mainline
2.9,-466.685,,20,20,0,0,0,,Mainline
3,-464.685,,20,20,0,0,0,,Mainline
3.1,-462.685,,20,20,0,0,0,,Mainline
3.2,-460.685,,20,20,0,0,0,,Mainline
3.3,-458.685,,20,20,0,0,0,,Mainline
3.4,-456.685,,20,20,0,0,0,,Mainline
3.5,-454.685,,20,20,0,0,0,,Mainline
3.6,-452.685,,20,20,0,0,0,,Mainline
3.7,-450.685,,20,20,0,0,0,,Mainline
3.8,-448.685,,20,20,0,0,0,,Mainline
3.9,-446.685,,20,20,0,0,0,,Mainline
4,-444.685,,20,20,0,0,0,,Mainline
4.1,-442.685,,20,20,0,0,0,,Mainline
4.2,-440.685,,20,20,0,0,0,,Mainline
4.3,-438.685,,20,20,0,0,0,,Mainline
4.4,-436.685,,20,20,0,0,0,,Mainline
4.5,-434.685,,20,20,0,0,0,,Mainline
4.6,-432.685,,20,20,0,0,0,,Mainline
4.7,-430.685,,20,20,0,0,0,,Mainline
4.8,-428.685,,20,20,0,0,0,,Mainline
4.9,-426.685,,20,20,0,0,0,,Mainline
5,-424.685,,20,20,0,0,0,,Mainline
5.1,-422.685,,20,20,0,0,0,,Mainline
5.2,-420.685,,20,20,0,0,0,,Mainline
