Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,410.704,,20,20,0,0,0,,Mainline
0.1,412.704,,20,20,0,0,0,,Mainline
0.2,414.704,,20,20,0,0,0,,Mainline
0.3,416.704,,20,20,0,0,0,,Mainline
0.4,418.704,,20,20,0,0,0,,Mainline
0.5,420.704,,20,20,0,0,0,,Mainline
0.6,422.704,,20,20,0,0,0,,Mainline
0.7,424.704,,20,20,0,0,0,,Mainline
0.8,426.704,,20,20,0,0,0,,Mainline
0.9,428.704,,20,20,0,0,0,,Mainline
1,430.704,,20,20,0,0,0,,Mainline
1.1,432.704,,20,20,0,0,0,,Mainline
1.2,434.704,,20,20,0,0,0,,Mainline
1.3,436.704,,20,20,0,0,0,,Mainline
1.4,438.704,,20,20,0,0,0,,Mainline
1.5,440.704,,20,20,0,0,0,,Mainline
1.6,442.704,,20,20,0,0,0,,Mainline
1.7,444.704,,20,20,0,0,0,,Mainline
1.8,446.704,,20,20,0,0,0,,Mainline
1.9,448.704,,20,20,0,0,0,,Mainline
2,450.704,,20,20,0,0,0,,Mainline
2.1,452.704,,20,20,0,0,0,,Mainline
2.2,454.704,,20,20,0,0,0,,Mainline
2.3,456.704,,20,20,0,0,0,,Mainline
2.4,458.704,,20,20,0,0,0,,Mainline
2.5,460.704,,20,20,0,0,0,,Mainline
2.6,462.704,,20,20,0,0,0,,Mainline
2.7,464.704,,20,20,0,0,0,,Mainline
2.8,466.704,,20,20,0,0,0,,Mainline
2.9,468.704,,20,20,0,0,0,,Mainline
3,470.704,,20,20,0,0,0,,Mainline
3.1,472.704,,20,20,0,0,0,,Mainline
3.2,474.704,,20,20,0,0,0,,Mainline
3.3,476.704,,20,20,0,0,0,,Mainline
3.4,478.704,,20,20,0,0,0,,Mainline
3.5,480.704,,20,20,0,0,0,,Mainline
3.6,482.704,,20,20,0,0,0,,Mainline
3.7,484.704,,20,20,0,0,0,,Mainline
3.8,486.704,,20,20,0,0,0,,Mainline
3.9,488.704,,20,20,0,0,0,,Mainline
4,490.704,,20,20,0,0,0,,Mainline
4.1,492.704,,20,20,0,0,0,,Mainline
4.2,494.704,,20,20,0,0,0,,Mainline
4.3,496.704,,20,20,0,0,0,,Mainline
4.4,498.704,,20,20,0,0,0,,Mainline
4.5,500.704,,20,20,0,0,0,,Mainline
4.6,502.704,,20,20,0,0,0,,Mainline
4.7,504.704,,20,20,0,0,0,,Mainline
