Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,502,,20,20,0,0,0,,Mainline
0.1,504,,20,20,0,0,0,,Mainline
0.2,506,,20,20,0,0,0,,Mainline
0.3,508,,20,20,0,0,0,,Mainline
0.4,510,,20,20,0,0,0,,Mainline
0.5,512,,20,20,0,0,0,,Mainline
0.6,514,,20,20,0,0,0,,Mainline
0.7,516,,20,20,0,0,0,,Mainline
0.8,518,,20,20,0,0,0,,Mainline
0.9,520,,20,20,0,0,0,,Mainline
1,522,,20,20,0,0,0,,Mainline
1.1,524,,20,20,0,0,0,,Mainline
1.2,526,,20,20,0,0,0,,Mainline
1.3,528,,20,20,0,0,0,,Mainline
1.4,530,,20,20,0,0,0,,Mainline
1.5,532,,20,20,0,0,0,,Mainline
1.6,534,,20,20,0,0,0,,Mainline
1.7,536,,20,20,0,0,0,,Mainline
1.8,538,,20,20,0,0,0,,Mainline
1.9,540,,20,20,0,0,0,,Mainline
2,542,,20,20,0,0,0,,Mainline
2.1,544,,20,20,0,0,0,,Mainline
2.2,546,,20,20,0,0,0,,Mainline
2.3,548,,20,20,0,0,0,,Mainline
2.4,550,,20,20,0,0,0,,Mainline
2.5,552,,20,20,0,0,0,,Mainline
2.6,554,,20,20,0,0,0,,Mainline
2.7,556,,20,20,0,0,0,,Mainline
2.8,558,,20,20,0,0,0,,Mainline
2.9,560,,20,20,0,0,0,,Mainline
3,562,,20,20,0,0,0,,Mainline
3.1,564,,20,20,0,0,0,,Mainline
3.2,566,,20,20,0,0,0,,Mainline
3.3,568,,20,20,0,0,0,,Mainline
3.4,570,,20,20,0,0,0,,Mainline
3.5,572,,20,20,0,0,0,,Mainline
3.6,574,,20,20,0,0,0,,Mainline
3.7,576,,20,20,0,0,0,,Mainline
3.8,578,,20,20,0,0,0,,Mainline
3.9,580,,20,20,0,0,0,,Mainline
4,582,,20,20,0,0,0,,Mainline
4.1,584,,20,20,0,0,0,,Mainline
4.2,586,,20,20,0,0,0,,Mainline
4.3,588,,20,20,0,0,0,,Mainline
4.4,590,,20,20,0,0,0,,Mainline
4.5,592,,20,20,0,0,0,,Mainline
4.6,594,,20,20,0,0,0,,Mainline
4.7,596,,20,20,0,0,0,,Mainline
4.8,598,,20,20,0,0,0,,Mainline
4.9,600,,20,20,0,0,0,,Mainline
5,602,,20,20,0,0,0,,Mainline
5.1,604,,20,20,0,0,0,,Mainline
5.2,606,,20,20,0,0,0,,Mainline
5.3,608,,20,20,0,0,0,,Mainline
5.4,610,,20,20,0,0,0,,Mainline
5.5,612,,20,20,0,0,0,,Mainline
5.6,614,,20,20,0,0,0,,Mainline
5.7,616,,20,20,0,0,0,,Mainline
5.8,618,,20,20,0,0,0,,Mainline
5.9,620,,20,20,0,0,0,,Mainline
6,622,,20,20,0,0,0,,Mainline
6.1,624,,20,20,0,0,0,,Mainline
6.2,626,,20,20,0,0,0,,Mainline
6.3,628,,20,20,0,0,0,,Mainline
6.4,630,,20,20,0,0,0,,Mainline
6.5,632,,20,20,0,0,0,,Mainline
6.6,634,,20,20,0,0,0,,Mainline
6.7,636,,20,20,0,0,0,,Mainline
6.8,638,,20,20,0,0,0,,Mainline
6.9,640,,20,20,0,0,0,,Mainline
7,642,,20,20,0,0,0,,Mainline
7.1,644,,20,20,0,0,0,,Mainline
7.2,646,,20,20,0,0,0,,Mainline
7.3,648,,20,20,0,0,0,,Mainline
7.4,650,,20,20,0,0,0,,Mainline
7.5,652,,20,20,0,0,0,,Mainline
7.6,654,,20,20,0,0,0,,Mainline
7.7,656,,20,20,0,0,0,,Mainline
7.8,658,,20,20,0,0,0,,Mainline
7.9,660,,20,20,0,0,0,,Mainline
8,662,,20,20,0,0,0,,Mainline
8.1,664,,20,20,0,0,0,,Mainline
8.2,666,,20,20,0,0,0,,Mainline
8.3,668,,20,20,0,0,0,,Mainline
8.4,670,,20,20,0,0,0,,Mainline
8.5,672,,20,20,0,0,0,,Mainline
8.6,674,,20,20,0,0,0,,Mainline
8.7,676,,20,20,0,0,0,,Mainline
8.8,678,,20,20,0,0,0,,Mainline
8.9,680,,20,20,0,0,0,,Mainline
9,682,,20,20,0,0,0,,Mainline
9.1,684,,20,20,0,0,0,,Mainline
9.2,686,,20,20,0,0,0,,Mainline
9.3,688,,20,20,0,0,0,,Mainline
9.4,690,,20,20,0,0,0,,Mainline
9.5,692,,20,20,0,0,0,,Mainline
9.6,694,,20,20,0,0,0,,Mainline
9.7,696,,20,20,0,0,0,,Mainline
9.8,698,,20,20,0,0,0,,Mainline
9.9,700,,20,20,0,0,0,,Mainline
10,702,,20,20,0,0,0,,Mainline
10.1,704,,20,20,0,0,0,,Mainline
10.2,706,,20,20,0,0,0,,Mainline
10.3,708,,20,20,0,0,0,,Mainline
10.4,710,,20,20,0,0,0,,Mainline
10.5,712,,20,20,0,0,0,,Mainline
10.6,714,,20,20,0,0,0,,Mainline
10.7,716,,20,20,0,0,0,,Mainline
10.8,718,,20,20,0,0,0,,Mainline
10.9,720,,20,20,0,0,0,,Mainline
11,722,,20,20,0,0,0,,Mainline
11.1,724,,20,20,0,0,0,,Mainline
11.2,726,,20,20,0,0,0,,Mainline
11.3,728,,20,20,0,0,0,,Mainline
11.4,730,,20,20,0,0,0,,Mainline
11.5,732,,20,20,0,0,0,,Mainline
11.6,734,,20,20,0,0,0,,Mainline
11.7,736,,20,20,0,0,0,,Mainline
11.8,738,,20,20,0,0,0,,Mainline
11.9,740,,20,20,0,0,0,,Mainline
12,742,,20,20,0,0,0,,Mainline
12.1,744,,20,20,0,0,0,,Mainline
12.2,746,,20,20,0,0,0,,Mainline
12.3,748,,20,20,0,0,0,,Mainline
12.4,750,,20,20,0,0,0,,Mainline
12.5,752,,20,20,0,0,0,,Mainline
12.6,754,,20,20,0,0,0,,Mainline
12.7,756,,20,20,0,0,0,,Mainline
12.8,758,,20,20,0,0,0,,Mainline
12.9,760,,20,20,0,0,0,,Mainline
13,762,,20,20,0,0,0,,Mainline
13.1,764,,20,20,0,0,0,,Mainline
13.2,766,,20,20,0,0,0,,Mainline
13.3,768,,20,20,0,0,0,,Mainline
13.4,770,,20,20,0,0,0,,Mainline
13.5,772,,20,20,0,0,0,,Mainline
13.6,774,,20,20,0,0,0,,Mainline
13.7,776,,20,20,0,0,0,,Mainline
13.8,778,,20,20,0,0,0,,Mainline
13.9,780,,20,20,0,0,0,,Mainline
14,782,,20,20,0,0,0,,Mainline
14.1,784,,20,20,0,0,0,,Mainline
14.2,786,,20,20,0,0,0,,Mainline
14.3,788,,20,20,0,0,0,,Mainline
14.4,790,,20,20,0,0,0,,Mainline
14.5,792,,20,20,0,0,0,,Mainline
14.6,794,,20,20,0,0,0,,Mainline
14.7,796,,20,20,0,0,0,,Mainline
14.8,798,,20,20,0,0,0,,Mainline
14.9,800,,20,20,0,0,0,,Mainline
15,802,,20,20,0,0,0,,Mainline
15.1,804,,20,20,0,0,0,,Mainline
15.2,806,,20,20,0,0,0,,Mainline
15.3,808,,20,20,0,0,0,,Mainline
15.4,810,,20,20,0,0,0,,Mainline
15.5,812,,20,20,0,0,0,,Mainline
15.6,814,,20,20,0,0,0,,Mainline
15.7,816,,20,20,0,0,0,,Mainline
15.8,818,,20,20,0,0,0,,Mainline
15.9,820,,20,20,0,0,0,,Mainline
16,822,,20,20,0,0,0,,Mainline
16.1,824,,20,20,0,0,0,,Mainline
16.2,826,,20,20,0,0,0,,Mainline
16.3,828,,20,20,0,0,0,,Mainline
16.4,830,,20,20,0,0,0,,Mainline
16.5,832,,20,20,0,0,0,,Mainline
16.6,834,,20,20,0,0,0,,Mainline
16.7,836,,20,20,0,0,0,,Mainline
16.8,838,,20,20,0,0,0,,Mainline
16.9,840,,20,20,0,0,0,,Mainline
17,842,,20,20,0,0,0,,Mainline
17.1,844,,20,20,0,0,0,,Mainline
17.2,846,,20,20,0,0,0,,Mainline
