Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input_Acceleration,Jerk,Controller,Lane ID
0,-68.2555,,20,20,0,0,0,,Mainline
0.1,-66.2555,,20,20,0,0,0,,Mainline
0.2,-64.2555,,20,20,0,0,0,,Mainline
0.3,-62.2555,,20,20,0,0,0,,Mainline
0.4,-60.2555,,20,20,0,0,0,,Mainline
0.5,-58.2555,,20,20,0,0,0,,Mainline
0.6,-56.2555,,20,20,0,0,0,,Mainline
0.7,-54.2555,,20,20,0,0,0,,Mainline
0.8,-52.2555,,20,20,0,0,0,,Mainline
0.9,-50.2555,,20,20,0,0,0,,Mainline
1,-48.2555,,20,20,0,0,0,,Mainline
1.1,-46.2555,,20,20,0,0,0,,Mainline
1.2,-44.2555,,20,20,0,0,0,,Mainline
1.3,-42.2555,,20,20,0,0,0,,Mainline
1.4,-40.2555,,20,20,0,0,0,,Mainline
1.5,-38.2555,,20,20,0,0,0,,Mainline
1.6,-36.2555,,20,20,0,0,0,,Mainline
1.7,-34.2555,,20,20,0,0,0,,Mainline
1.8,-32.2555,,20,20,0,0,0,,Mainline
1.9,-30.2555,,20,20,0,0,0,,Mainline
2,-28.2555,,20,20,0,0,0,,Mainline
2.1,-26.2555,,20,20,0,0,0,,Mainline
2.2,-24.2555,,20,20,0,0,0,,Mainline
2.3,-22.2555,,20,20,0,0,0,,Mainline
2.4,-20.2555,,20,20,0,0,0,,Mainline
2.5,-18.2555,,20,20,0,0,0,,Mainline
2.6,-16.2555,,20,20,0,0,0,,Mainline
2.7,-14.2555,,20,20,0,0,0,,Mainline
2.8,-12.2555,,20,20,0,0,0,,Mainline
2.9,-10.2555,,20,20,0,0,0,,Mainline
3,-8.25552,,20,20,0,0,0,,Mainline
3.1,-6.25552,,20,20,0,0,0,,Mainline
3.2,-4.25552,,20,20,0,0,0,,Mainline
3.3,-2.25552,,20,20,0,0,0,,Mainline
3.4,-0.255516,,20,20,0,0,0,,Mainline
3.5,1.74448,,20,20,0,0,0,,Mainline
3.6,3.74448,,20,20,0,0,0,,Mainline
3.7,5.74448,,20,20,0,0,0,,Mainline
3.8,7.74448,,20,20,0,0,0,,Mainline
3.9,9.74448,,20,20,0,0,0,,Mainline
4,11.7445,,20,20,0,0,0,,Mainline
4.1,13.7445,,20,20,0,0,0,,Mainline
4.2,15.7445,,20,20,0,0,0,,Mainline
4.3,17.7445,,20,20,0,0,0,,Mainline
4.4,19.7445,,20,20,0,0,0,,Mainline
4.5,21.7445,,20,20,0,0,0,,Mainline
4.6,23.7445,,20,20,0,0,0,,Mainline
4.7,25.7445,,20,20,0,0,0,,Mainline
4.8,27.7445,,20,20,0,0,0,,Mainline
4.9,29.7445,,20,20,0,0,0,,Mainline
5,31.7445,,20,20,0,0,0,,Mainline
5.1,33.7445,,20,20,0,0,0,,Mainline
5.2,35.7445,,20,20,0,0,0,,Mainline
5.3,37.7445,,20,20,0,0,0,,Mainline
5.4,39.7445,,20,20,0,0,0,,Mainline
5.5,41.7445,,20,20,0,0,0,,Mainline
5.6,43.7445,,20,20,0,0,0,,Mainline
5.7,45.7445,,20,20,0,0,0,,Mainline
5.8,47.7445,,20,20,0,0,0,,Mainline
5.9,49.7445,,20,20,0,0,0,,Mainline
6,51.7445,,20,20,0,0,0,,Mainline
6.1,53.7445,,20,20,0,0,0,,Mainline
6.2,55.7445,,20,20,0,0,0,,Mainline
6.3,57.7445,,20,20,0,0,0,,Mainline
6.4,59.7445,,20,20,0,0,0,,Mainline
6.5,61.7445,,20,20,0,0,0,,Mainline
6.6,63.7445,,20,20,0,0,0,,Mainline
6.7,65.7445,,20,20,0,0,0,,Mainline
6.8,67.7445,,20,20,0,0,0,,Mainline
6.9,69.7445,,20,20,0,0,0,,Mainline
7,71.7445,,20,20,0,0,0,,Mainline
7.1,73.7445,,20,20,0,0,0,,Mainline
7.2,75.7445,,20,20,0,0,0,,Mainline
7.3,77.7445,,20,20,0,0,0,,Mainline
7.4,79.7445,,20,20,0,0,0,,Mainline
7.5,81.7445,,20,20,0,0,0,,Mainline
7.6,83.7445,,20,20,0,0,0,,Mainline
7.7,85.7445,,20,20,0,0,0,,Mainline
7.8,87.7445,,20,20,0,0,0,,Mainline
7.9,89.7445,,20,20,0,0,0,,Mainline
8,91.7445,,20,20,0,0,0,,Mainline
8.1,93.7445,,20,20,0,0,0,,Mainline
8.2,95.7445,,20,20,0,0,0,,Mainline
8.3,97.7445,,20,20,0,0,0,,Mainline
8.4,99.7445,,20,20,0,0,0,,Mainline
8.5,101.744,,20,20,0,0,0,,Mainline
8.6,103.744,,20,20,0,0,0,,Mainline
8.7,105.744,,20,20,0,0,0,,Mainline
8.8,107.744,,20,20,0,0,0,,Mainline
8.9,109.744,,20,20,0,0,0,,Mainline
9,111.744,,20,20,0,0,0,,Mainline
9.1,113.744,,20,20,0,0,0,,Mainline
9.2,115.744,,20,20,0,0,0,,Mainline
9.3,117.744,,20,20,0,0,0,,Mainline
9.4,119.744,,20,20,0,0,0,,Mainline
9.5,121.744,,20,20,0,0,0,,Mainline
9.6,123.744,,20,20,0,0,0,,Mainline
9.7,125.744,,20,20,0,0,0,,Mainline
9.8,127.744,,20,20,0,0,0,,Mainline
9.9,129.744,,20,20,0,0,0,,Mainline
10,131.744,,20,20,0,0,0,,Mainline
10.1,133.744,,20,20,0,0,0,,Mainline
10.2,135.744,,20,20,0,0,0,,Mainline
10.3,137.744,,20,20,0,0,0,,Mainline
10.4,139.744,,20,20,0,0,0,,Mainline
10.5,141.744,,20,20,0,0,0,,Mainline
10.6,143.744,,20,20,0,0,0,,Mainline
10.7,145.744,,20,20,0,0,0,,Mainline
10.8,147.744,,20,20,0,0,0,,Mainline
10.9,149.744,,20,20,0,0,0,,Mainline
11,151.744,,20,20,0,0,0,,Mainline
11.1,153.744,,20,20,0,0,0,,Mainline
11.2,155.744,,20,20,0,0,0,,Mainline
11.3,157.744,,20,20,0,0,0,,Mainline
11.4,159.744,,20,20,0,0,0,,Mainline
11.5,161.744,,20,20,0,0,0,,Mainline
11.6,163.744,,20,20,0,0,0,,Mainline
11.7,165.744,,20,20,0,0,0,,Mainline
11.8,167.744,,20,20,0,0,0,,Mainline
11.9,169.744,,20,20,0,0,0,,Mainline
12,171.744,,20,20,0,0,0,,Mainline
12.1,173.744,,20,20,0,0,0,,Mainline
12.2,175.744,,20,20,0,0,0,,Mainline
12.3,177.744,,20,20,0,0,0,,Mainline
12.4,179.744,,20,20,0,0,0,,Mainline
12.5,181.744,,20,20,0,0,0,,Mainline
12.6,183.744,,20,20,0,0,0,,Mainline
12.7,185.744,,20,20,0,0,0,,Mainline
12.8,187.744,,20,20,0,0,0,,Mainline
12.9,189.744,,20,20,0,0,0,,Mainline
13,191.744,,20,20,0,0,0,,Mainline
13.1,193.744,,20,20,0,0,0,,Mainline
13.2,195.744,,20,20,0,0,0,,Mainline
13.3,197.744,,20,20,0,0,0,,Mainline
13.4,199.744,,20,20,0,0,0,,Mainline
13.5,201.744,,20,20,0,0,0,,Mainline
13.6,203.744,,20,20,0,0,0,,Mainline
13.7,205.744,,20,20,0,0,0,,Mainline
13.8,207.744,,20,20,0,0,0,,Mainline
13.9,209.744,,20,20,0,0,0,,Mainline
14,211.744,,20,20,0,0,0,,Mainline
14.1,213.744,,20,20,0,0,0,,Mainline
14.2,215.744,,20,20,0,0,0,,Mainline
14.3,217.744,,20,20,0,0,0,,Mainline
14.4,219.744,,20,20,0,0,0,,Mainline
14.5,221.744,,20,20,0,0,0,,Mainline
14.6,223.744,,20,20,0,0,0,,Mainline
14.7,225.744,,20,20,0,0,0,,Mainline
14.8,227.744,,20,20,0,0,0,,Mainline
