Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,-160.058795,,24.970255,25.000000,-0.297449,-0.297449,-2.974491,IDM,Mainline
0.100000,-157.563143,,24.942788,25.000000,-0.274672,-0.274672,0.227775,IDM,Mainline
0.200000,-155.070132,,24.917417,25.000000,-0.253709,-0.253709,0.209627,IDM,Mainline
0.300000,-152.579563,,24.893976,25.000000,-0.234407,-0.234407,0.193020,IDM,Mainline
0.400000,-150.091248,,24.872314,25.000000,-0.216626,-0.216626,0.177810,IDM,Mainline
0.500000,-147.605018,,24.852290,25.000000,-0.200239,-0.200239,0.163867,IDM,Mainline
0.600000,-145.120715,,24.833777,25.000000,-0.185132,-0.185132,0.151075,IDM,Mainline
0.700000,-142.638193,,24.816657,25.000000,-0.171199,-0.171199,0.139331,IDM,Mainline
0.800000,-140.157319,,24.800822,25.000000,-0.158345,-0.158345,0.128541,IDM,Mainline
0.900000,-137.677969,,24.786174,25.000000,-0.146482,-0.146482,0.118622,IDM,Mainline
1.000000,-135.200030,,24.772621,25.000000,-0.135533,-0.135533,0.109498,IDM,Mainline
1.100000,-132.723395,,24.760079,25.000000,-0.125423,-0.125423,0.101100,IDM,Mainline
1.200000,-130.247967,,24.748470,25.000000,-0.116086,-0.116086,0.093368,IDM,Mainline
1.300000,-127.773658,,24.737724,25.000000,-0.107461,-0.107461,0.086245,IDM,Mainline
1.400000,-125.300383,,24.727775,25.000000,-0.099493,-0.099493,0.079681,IDM,Mainline
1.500000,-122.828066,,24.718562,25.000000,-0.092130,-0.092130,0.073629,IDM,Mainline
1.600000,-120.356636,,24.710029,25.000000,-0.085326,-0.085326,0.068047,IDM,Mainline
1.700000,-117.886029,,24.702125,25.000000,-0.079036,-0.079036,0.062898,IDM,Mainline
1.800000,-115.416182,,24.694803,25.000000,-0.073221,-0.073221,0.058145,IDM,Mainline
1.900000,-112.947041,,24.688019,25.000000,-0.067845,-0.067845,0.053759,IDM,Mainline
