Time,Position,Reference Position,Velocity,Reference Velocity,Acceleration,Input Acceleration,Jerk,Controller,Lane ID
0.000000,-873.056665,,24.956416,25.000000,-0.435840,-0.435840,-4.358402,IDM,Mainline
0.100000,-870.563029,,24.916306,25.000000,-0.401103,-0.401103,0.347371,IDM,Mainline
0.200000,-868.073245,,24.879378,25.000000,-0.369279,-0.369279,0.318237,IDM,Mainline
0.300000,-865.587008,,24.845367,25.000000,-0.340105,-0.340105,0.291748,IDM,Mainline
0.400000,-863.104038,,24.814033,25.000000,-0.313341,-0.313341,0.267633,IDM,Mainline
0.500000,-860.624078,,24.785156,25.000000,-0.288776,-0.288776,0.245656,IDM,Mainline
0.600000,-858.146894,,24.758534,25.000000,-0.266215,-0.266215,0.225605,IDM,Mainline
0.700000,-855.672268,,24.733985,25.000000,-0.245486,-0.245486,0.207293,IDM,Mainline
0.800000,-853.200002,,24.711342,25.000000,-0.226431,-0.226431,0.190554,IDM,Mainline
0.900000,-850.729912,,24.690452,25.000000,-0.208906,-0.208906,0.175241,IDM,Mainline
1.000000,-848.261831,,24.671173,25.000000,-0.192784,-0.192784,0.161221,IDM,Mainline
1.100000,-845.795603,,24.653379,25.000000,-0.177947,-0.177947,0.148375,IDM,Mainline
1.200000,-843.331087,,24.636950,25.000000,-0.164287,-0.164287,0.136598,IDM,Mainline
1.300000,-840.868150,,24.621779,25.000000,-0.151707,-0.151707,0.125794,IDM,Mainline
1.400000,-838.406673,,24.607767,25.000000,-0.140120,-0.140120,0.115877,IDM,Mainline
1.500000,-835.946543,,24.594823,25.000000,-0.129443,-0.129443,0.106770,IDM,Mainline
1.600000,-833.487659,,24.582863,25.000000,-0.119603,-0.119603,0.098401,IDM,Mainline
1.700000,-831.029925,,24.571809,25.000000,-0.110532,-0.110532,0.090709,IDM,Mainline
1.800000,-828.573255,,24.561593,25.000000,-0.102168,-0.102168,0.083634,IDM,Mainline
1.900000,-826.117568,,24.552147,25.000000,-0.094456,-0.094456,0.077126,IDM,Mainline
2.000000,-823.662790,,24.543413,25.000000,-0.087342,-0.087342,0.071137,IDM,Mainline
2.100000,-821.208853,,24.535335,25.000000,-0.080780,-0.080780,0.065623,IDM,Mainline
2.200000,-818.755693,,24.527862,25.000000,-0.074725,-0.074725,0.060546,IDM,Mainline
2.300000,-816.303252,,24.520949,25.000000,-0.069138,-0.069138,0.055869,IDM,Mainline
2.400000,-813.851477,,24.514550,25.000000,-0.063982,-0.063982,0.051560,IDM,Mainline
2.500000,-811.400319,,24.508628,25.000000,-0.059223,-0.059223,0.047589,IDM,Mainline
2.600000,-808.949730,,24.503145,25.000000,-0.054830,-0.054830,0.043928,IDM,Mainline
2.700000,-806.499669,,24.498067,25.000000,-0.050775,-0.050775,0.040553,IDM,Mainline
2.800000,-804.050098,,24.493364,25.000000,-0.047031,-0.047031,0.037441,IDM,Mainline
2.900000,-801.600979,,24.489007,25.000000,-0.043574,-0.043574,0.034571,IDM,Mainline
3.000000,-799.152280,,24.484969,25.000000,-0.040382,-0.040382,0.031923,IDM,Mainline
3.100000,-796.703971,,24.481226,25.000000,-0.037433,-0.037433,0.029480,IDM,Mainline
3.200000,-794.256022,,24.477754,25.000000,-0.034711,-0.034711,0.027226,IDM,Mainline
3.300000,-791.808407,,24.474535,25.000000,-0.032196,-0.032196,0.025146,IDM,Mainline
3.400000,-789.361103,,24.471547,25.000000,-0.029874,-0.029874,0.023226,IDM,Mainline
3.500000,-786.914087,,24.468775,25.000000,-0.027728,-0.027728,0.021454,IDM,Mainline
3.600000,-784.467338,,24.466200,25.000000,-0.025746,-0.025746,0.019818,IDM,Mainline
3.700000,-782.020838,,24.463808,25.000000,-0.023916,-0.023916,0.018308,IDM,Mainline
3.800000,-779.574568,,24.461586,25.000000,-0.022224,-0.022224,0.016913,IDM,Mainline
3.900000,-777.128513,,24.459520,25.000000,-0.020662,-0.020662,0.015626,IDM,Mainline
4.000000,-774.682657,,24.457598,25.000000,-0.019218,-0.019218,0.014436,IDM,Mainline
4.100000,-772.236987,,24.455810,25.000000,-0.017884,-0.017884,0.013338,IDM,Mainline
4.200000,-769.791489,,24.454144,25.000000,-0.016652,-0.016652,0.012324,IDM,Mainline
4.300000,-767.346152,,24.452593,25.000000,-0.015513,-0.015513,0.011387,IDM,Mainline
4.400000,-764.900965,,24.451147,25.000000,-0.014461,-0.014461,0.010522,IDM,Mainline
4.500000,-762.455918,,24.449798,25.000000,-0.013489,-0.013489,0.009722,IDM,Mainline
4.600000,-760.011001,,24.448539,25.000000,-0.012590,-0.012590,0.008984,IDM,Mainline
4.700000,-757.566206,,24.447363,25.000000,-0.011760,-0.011760,0.008302,IDM,Mainline
4.800000,-755.121524,,24.446264,25.000000,-0.010993,-0.010993,0.007672,IDM,Mainline
4.900000,-752.676950,,24.445235,25.000000,-0.010284,-0.010284,0.007089,IDM,Mainline
5.000000,-750.232474,,24.444272,25.000000,-0.009629,-0.009629,0.006551,IDM,Mainline
5.100000,-747.788092,,24.443370,25.000000,-0.009024,-0.009024,0.006054,IDM,Mainline
5.200000,-745.343797,,24.442524,25.000000,-0.008464,-0.008464,0.005595,IDM,Mainline
